speaker,THOUGHT_F1,THOUGHT_F2,FLEECE_F1,FLEECE_F2,KIT_F1,KIT_F2,DRESS_F1,DRESS_F2,GOOSE_F1,GOOSE_F2,TRAP_F1,TRAP_F2,START_F1,START_F2,STRUT_F1,STRUT_F2,NURSE_F1,NURSE_F2,LOT_F1,LOT_F2
CC_f_343,0.041419706,0.181773105,-0.179336136,0.101163088,-0.086012252,0.108176481,-0.01133063,0.110789224,-0.062327204,-0.120284297,0.137174732,0.020231422,-0.085646347,-0.109457615,0.070872269,-0.074974503,-0.010550545,0.001832004,0.023946665,0.020541721
CC_f_344,0.048221669,0.303170395,0.042361729,0.13332203,0.078549547,-0.11910819,-0.1577218,0.122439365,0.015558325,-0.005541881,-0.159124597,0.11570108,-0.056540159,-0.142873594,0.159781542,-0.041643947,-0.173119635,-0.303426192,0.129237724,0.061646081
CC_f_346,-0.058475273,0.260338897,-0.019191147,-0.201768712,-0.110212776,0.055361687,0.166526194,0.280482725,0.006881264,-0.176373384,0.171341916,0.228525679,0.03890205,-0.182132851,0.031484787,-0.039369557,-0.068525844,-0.317202153,-0.099003027,-0.086503044
CC_f_347,-0.18944595,0.101727716,0.076130285,0.011303493,-0.040381923,-0.251774407,-0.272223704,0.18142495,0.313988085,-0.252317435,0.385618432,0.003495654,-0.078439724,0.107426359,0.050244757,-0.035576554,-0.15588666,0.096647392,-0.140572654,-0.058224935
CC_f_357,0.532825143,0.030305714,-0.046618829,0.059591987,-0.134860804,-0.244073557,-0.418803791,0.210962395,0.052336817,-0.168019704,-0.325964397,-0.052797861,-0.065910942,-0.079485938,-0.045719695,-0.110051944,0.099336044,0.071608407,0.197593629,0.051700676
CC_f_362,-0.05862733,-0.27931466,0.027393056,-0.022853283,-0.022155021,0.005292413,-0.073511471,-0.144594256,-0.067129171,-0.042736878,0.114855867,0.065432132,-0.049119661,0.26359974,0.064217407,0.197019803,-0.020388702,-0.051034647,0.114937672,-0.058148491
CC_f_363,0.015535706,-0.072063536,-0.0229393,0.113132996,0.339690286,0.043741833,0.114389869,0.247293838,-0.004964719,0.035329862,-0.22951523,-0.224334904,0.018466538,-0.084518721,-0.106697428,-0.128555832,-0.110800704,-0.078458312,-0.206208209,-0.043734347
CC_f_368,0.48423092,0.093046815,-0.100356441,0.120222042,-0.311074003,0.085356869,0.00415684,-0.118431722,-0.086278156,0.119733272,0.232718441,-0.107062739,0.072449775,0.026705939,-0.479854199,-0.045156281,0.181260224,-0.230266434,-0.059998309,0.02245637
CC_f_369,-0.136769982,-0.211633993,0.164025569,0.109834459,-0.041105122,-0.028300583,-0.004424052,-0.003790881,-0.000798884,-0.090038789,-0.042532071,-0.017843822,-0.011569511,0.06819181,0.254667164,0.016462556,-0.058093205,0.106367256,0.071728692,0.197289452
CC_f_377,0.022638236,-0.178015391,-0.155155557,0.107159427,-0.037650335,0.004724383,-0.066711693,-0.132993625,-0.150826852,0.047510736,0.474064884,0.155375483,-0.101157158,-0.045729284,0.046308575,0.054372685,0.046269588,-0.185203669,0.071495006,0.073603239
CC_f_381,0.13541405,0.376067464,0.091861104,-0.113686931,-0.037971348,-0.121284897,-0.023597549,0.091087378,0.143000957,-0.323275998,-0.289916725,0.239760944,-0.048661288,-0.301959394,0.199707076,-0.192712556,-0.088139512,0.293970218,0.161875316,0.088108877
CC_f_386,-0.152403349,0.008363306,0.190501136,-0.159840755,-0.017332339,-0.027593851,0.055149584,-0.25680436,0.102717659,-0.035062857,-0.362631305,-0.048077934,0.009728602,0.181232801,0.089915182,0.197324069,0.035682258,0.465898601,-0.177550796,0.019719553
CC_f_389,0.025314753,-0.289904236,0.0108115,-0.06926138,-0.021056866,0.186091255,-0.215273779,-0.232249595,0.102808195,0.085725035,0.043308517,-0.156487685,-0.004145707,0.199918189,-0.072217672,0.228328785,-0.104897511,0.19712223,0.002045099,0.143198298
CC_f_390,-0.519877213,-0.19072635,0.012823744,-0.021123741,0.308519821,0.040472998,0.111667182,0.097502266,-0.109983031,0.010608245,0.339424105,0.04621838,-0.058291286,-0.143728437,0.055790261,0.055139606,0.134390148,0.207469032,0.150919232,0.074733156
CC_f_391,-0.08795894,-0.457273632,0.039211812,-0.396865298,0.163456093,0.033155478,-0.024831496,-0.585406686,-0.023565143,0.379731299,0.053464613,-0.365710705,-0.028787268,0.199341892,0.09274146,0.366826736,-0.095029428,0.639955452,0.022973764,0.090507006
CC_f_398,-0.025908768,-0.018382881,0.04364275,0.127969437,-0.16980504,0.101596686,-0.102068072,-0.038863311,0.122160678,-0.065228352,0.160864074,-0.155788891,-0.022372203,0.000433235,-0.043806415,-0.097012122,-0.075838727,0.149032363,0.074851415,0.08165852
CC_f_401,-0.267465155,-0.250186457,0.10945687,-0.028585722,0.261611677,-0.036093184,0.0590227,0.022498615,-0.00894636,0.071570307,-0.009394526,-0.06754144,-0.060313297,0.168189692,0.15741687,0.135880499,-0.055524904,0.065395601,-0.171769882,0.115895338
CC_f_407,0.041215659,0.108356617,-0.012558561,0.012818311,-0.237107571,0.013508827,0.025553693,0.104124632,-0.050771232,0.013426031,0.067324586,0.046372013,0.112499017,-0.00940046,-0.223035971,-0.019827835,0.085451269,-0.075398726,0.036132932,-0.170673187
CC_f_408,-0.152506689,0.184274729,-0.015445641,0.329063914,-0.220194731,0.284320003,0.27920092,-0.016214298,-0.132086526,-0.237824308,0.263311046,-0.002306976,0.049975776,-0.126327293,-0.004821207,-0.306610239,0.216461704,-0.423383322,-0.131194043,0.064698453
CC_f_413,-0.251131566,-0.277650607,0.018780021,-0.604843858,0.115695574,0.225701185,0.063640113,-0.43297198,0.142972329,0.23758775,0.119792326,-0.075187337,0.096714954,0.237889592,-0.077733901,0.272268764,-0.037803625,0.521922535,-0.201971385,-0.119906406
CC_f_420,-0.094699685,0.104379916,-0.029771672,0.082809771,-0.011198099,-0.004151529,0.083890117,0.164689101,-0.100187657,0.017319538,0.146310397,-0.024233115,-0.036537652,-0.114160235,0.049029154,-0.141690437,-0.056457891,-0.280606329,0.047325635,-0.107880887
CC_f_428,0.026677548,-0.137224985,0.108536143,-0.042608801,0.044297256,-0.009084495,-0.027905513,0.111256682,-0.04276457,-0.021267431,-0.073688568,-0.078973664,-0.036472767,0.029370317,0.08032563,-0.044047681,-0.031191261,0.031763999,-0.037520273,-0.012687426
CC_f_429,0.259910849,0.681202416,-0.140323629,0.161760797,0.078023359,-0.130663661,-0.213065599,0.234180116,0.073448316,-0.103034046,0.054310402,-0.113688883,-0.090461128,-0.183380262,0.128613097,-0.156433773,-0.185534956,-0.083175406,0.099094914,-0.155771783
CC_f_440,-0.115420999,-0.227029216,0.04120508,0.106071141,-0.416076303,-0.000757274,0.243824855,0.044189227,-0.02180751,0.065316341,0.227023018,-0.138429026,0.065954905,0.025008581,-0.186478006,-0.160805546,0.116371518,-0.121902914,0.058348361,0.048999922
CC_f_442,-0.154691202,0.066383177,0.170153432,0.120035109,0.050295538,0.185622656,-0.202337996,0.164812109,0.065592481,0.054146176,0.1743412,0.061868199,0.043076912,0.020649866,-0.016699949,0.036185427,0.086761548,-0.280745958,-0.095122404,-0.075155382
CC_f_444,0.150489453,0.039860096,-0.035784998,0.103291648,0.007092889,-0.137357672,0.12918359,0.090196408,0.119340565,-0.144363183,-0.30256357,-0.242599413,0.090083726,-0.187070153,-0.043568415,-0.301354241,-0.163423696,0.217167831,-0.02941059,0.040500295
CC_f_449,-0.182795657,-0.339604776,0.24708855,0.180011227,0.049839321,-0.040480893,-0.037064024,-0.2427157,0.112855819,0.13668491,-0.267334255,-0.126285822,0.04202055,0.245036813,0.051267795,-0.024858158,0.017079549,-0.020680058,-0.090314995,0.064607738
CC_f_450,-0.166187225,-0.135234753,0.113365284,-0.238304835,-0.029381916,0.133820526,0.10722657,-0.207256596,0.051423021,-0.035840582,-0.03457244,0.050990164,-0.002725848,0.193635485,0.01533244,0.193754009,-0.067860461,0.192977271,-0.1121146,0.204050325
CC_f_455,-0.242034802,-0.090182629,0.019177727,-0.017580798,-0.152286973,0.160289475,0.03482867,0.086177269,0.139946932,-0.36012011,0.03748873,0.138220855,0.000805788,0.05002137,0.085719391,-0.020514367,-0.078977992,-0.188868173,-0.06489222,0.092852935
CC_f_457,-0.012267597,-0.066252604,0.015528073,0.106852166,0.088589618,-0.05822373,-0.12756424,-0.033689619,0.178436983,-0.019576494,-0.353772672,-0.123928661,0.017036047,-0.009969812,0.039357032,0.025791263,-0.035466669,0.217094947,0.054002104,0.082975098
CC_f_459,-0.020983819,-0.139890634,0.311050114,-0.019406129,0.016885317,0.115174895,-0.105485953,-0.281486405,0.126947214,-0.126717378,-0.279616095,-0.090304842,-0.002398698,0.247808182,0.113838077,-0.016365134,-0.260595057,0.610202841,-0.068878672,-0.212049468
CC_f_465,-0.216639324,-0.354082498,-0.10984076,-0.240993476,-0.038674192,0.385833358,0.246457134,-0.480126694,-0.024871911,0.333266142,-0.059305781,0.01453015,-0.003512708,0.016499765,-0.018171372,0.314723931,0.037078888,0.222058745,0.295411614,0.23088564
CC_f_466,0.269571988,0.128287171,-0.144122825,0.021517951,0.067603331,-0.28933854,-0.094030245,0.077501517,0.003048359,0.181057953,0.028286631,-0.035881511,0.003553103,0.005687947,-0.085378279,-0.174576075,-0.074745159,0.184826831,0.097535712,-0.015414755
CC_f_468,-0.119278556,-0.068151132,0.00987153,0.057125417,-0.038033181,0.027974759,-0.02404756,-0.016667427,-0.055016587,0.043645235,-0.105215605,0.065786474,-0.105984839,0.03957339,0.168823608,0.116598837,-0.077104979,0.00047351,0.118950489,0.153416694
CC_f_469,0.17011094,-0.124902868,-0.040000277,0.23391963,-0.180300424,-0.073887581,-0.01794834,-0.298644498,-0.12818529,0.185205899,0.229029624,-0.027578047,-0.091717655,0.104534328,0.053594014,-0.087799904,0.00144436,0.005252057,0.141513145,0.033537427
CC_f_477,-0.089921195,-0.001637556,-0.156189971,0.17203552,-0.031870603,0.167856624,-0.035342444,0.030304241,0.027518976,-0.101271117,0.519801064,0.073536143,-0.076732834,0.021060711,0.086431849,0.008415359,-0.079439702,-0.070236731,-0.171953136,-0.050726123
CC_f_479,-0.059085603,-0.155214778,0.225638028,-0.503323483,0.175694476,-0.109910357,0.066758238,-0.285831269,0.0813801,0.339465873,-0.027189908,0.037715872,-0.091921621,0.125230327,0.116650813,0.233722051,-0.329552993,0.266870938,-0.044568401,-0.037496042
CC_f_480,-0.26431505,-0.046410407,0.069942203,-0.010880573,0.046941272,0.007777821,0.02488784,-0.1495949,-0.033081836,0.064025376,0.102195864,0.035708333,0.025023822,0.026216519,0.028514626,0.060800909,0.006812996,0.11195491,-0.049230108,-0.034248485
CC_f_483,-0.236415823,-0.034794011,-0.011868189,-0.087211071,0.047195058,-0.166875363,-0.043308354,0.068847608,0.13982824,0.051752257,0.103936058,0.118060247,0.04015145,0.072309443,0.042658899,-0.181815883,-0.126500654,-0.028848454,-0.042308707,0.029852471
CC_f_484,0.083339043,0.341957886,0.104161717,-0.007873263,0.286131268,-0.205182439,0.126701569,-0.082572094,-0.195088346,-0.048505266,-0.036799381,-0.001867877,-0.028356698,-0.239589492,0.119755539,-0.329899406,-0.067941435,0.283948395,0.025008629,-0.030284209
CC_f_487,0.046308677,0.201791989,0.180662473,0.130878802,-0.031497508,-0.12957434,-0.124542118,0.07746474,0.060275426,0.019043327,-0.187903766,-0.019258807,-0.015603655,-0.145380613,0.089005333,-0.058824308,0.016028122,-0.030006915,-0.002541385,-0.227919471
CC_f_488,0.063747606,-0.088960286,-0.091701132,-0.098117918,0.199018169,0.009064481,0.047996677,0.230298717,0.006371623,-0.172961011,0.102183935,-0.076780212,-0.00587028,0.14861633,-0.100404534,-0.061541848,-0.165999792,0.109314097,0.098403217,-0.092770395
CC_f_492,0.108598006,0.440989701,-0.091708114,-0.146055162,0.123620673,-0.097435448,0.034028431,-0.06727735,-0.053240031,-0.099339371,-0.348078991,0.155433499,0.002534205,-0.164962419,0.124644398,-0.111146611,0.125397752,0.114000635,-0.166165816,-0.162144687
CC_f_495,-0.051713478,-0.003509126,0.360984547,-0.152567612,0.079379519,-0.132141405,0.212413758,-0.101861175,0.041380125,-0.102929107,-0.311749394,-0.013531652,0.093392716,-0.06345941,-0.200262693,0.095966193,-0.143674075,0.377074195,-0.126436777,0.040284511
CC_f_501,-0.167071513,-0.18989723,0.056990129,0.06885389,0.244898142,-0.071112009,-0.104332317,-0.09196154,0.111305448,-0.084151145,-0.307289369,0.026389191,-0.022673214,0.062552083,0.126745822,0.016696746,-0.025694881,0.008297011,-0.043518395,0.013668199
CC_f_504,-0.048263719,-0.095757233,-0.024529725,0.064242069,0.016167747,-0.117207568,0.032430433,0.000932009,-0.010772946,0.115029963,-0.139595578,0.036554548,0.065470163,0.006040479,-0.152737777,0.016642242,0.053092336,0.032337424,0.066468562,0.210776615
CC_f_505,0.242561541,-0.260125423,-0.154263306,0.172115409,-0.030669626,0.077955109,0.079532068,0.108014165,0.019362649,0.009337528,0.203597881,-0.015833516,0.035732393,-0.15541989,0.107847117,-0.314465733,-0.07387263,-0.20641937,-0.170944047,0.106380404
CC_f_509,0.110144133,-0.319115892,-0.055828569,-0.106531003,-0.065747318,0.294689697,0.026828523,0.09872153,-0.214543973,-0.171157015,0.190488981,0.086850065,0.004620232,0.16880441,-0.180607174,0.145163531,0.24355707,-0.24561255,-0.005367597,0.12219608
CC_f_512,-0.062510383,0.290580991,-0.052049119,0.046918983,0.107835015,-0.16465743,-0.042968515,0.249125038,-0.010588777,-0.114006171,-0.291894852,0.146652587,-0.019731057,-0.071082113,0.136779136,-0.084897424,0.017224203,-0.171275375,0.049064496,0.072607971
CC_f_514,0.220860988,0.022613257,-0.140332374,-0.037039909,-0.040852316,-0.100188678,0.003586385,0.033116976,-0.054611335,-0.066133343,-0.002354342,-0.029431959,0.069197159,0.039259354,-0.104383344,-0.024330766,0.148747921,-0.009558355,-0.02763035,0.153916504
CC_f_522,0.140982347,-0.03296578,-0.059931674,0.227179107,0.000885294,-0.06185036,-0.036132035,-0.00153095,-0.12217259,0.00453609,0.274453522,-0.06156263,0.017365913,0.103548378,-0.156821445,0.18854861,0.308155196,0.095105057,0.146080941,0.093606332
CC_f_523,-0.084771512,-0.0974109,-0.062669679,-0.835381126,0.100303442,0.271744775,-0.004254514,-0.087767726,0.008275089,0.365266637,-0.160737389,0.106780618,0.041455424,0.36906757,-0.028042295,0.242010911,-0.02382648,0.243677153,-0.032508567,-0.109451428
CC_f_530,-0.059620096,-0.199202018,0.038755331,-0.17527446,0.021300098,-0.121822567,-0.01190161,0.087876952,0.048856556,0.060469131,-0.189920477,0.053865667,0.03598698,0.190326318,-0.025815076,0.195070601,-0.006393384,-0.189648299,0.047854761,0.136359454
CC_f_534,0.138141135,0.094495898,-0.136427982,-0.002163973,-0.017928789,-0.138831946,-0.047426054,0.211190248,-0.022349183,-0.086076798,0.143642925,-0.095940651,-0.121601758,0.007873371,0.086690887,0.00283414,-0.149285408,0.14874432,0.13785237,-0.019945771
CC_f_539,0.02782531,0.245165577,-0.19669602,-0.642816989,-0.039841362,0.144201056,-0.037843431,-0.647750805,0.143349902,0.226864869,-0.188702364,-0.305714972,0.006467058,-0.110521898,0.059796509,0.462323321,0.086118454,0.922324217,-0.079094036,-0.025020809
CC_f_545,-0.075528717,-0.045927713,-0.086566618,-0.0905885,-0.078146144,-0.057420822,0.004673484,-0.051435047,-0.020557091,0.071893799,0.14041568,0.056324096,-0.080538172,0.127487511,-0.001948125,0.0081439,0.129577445,-0.200576434,0.059644531,0.099455931
CC_f_546,0.27640433,-0.128829585,-0.02279158,0.217504963,0.054081074,0.01014609,-0.031826144,0.05622777,-0.081534738,0.033546767,0.223070835,-0.025433393,-0.064873191,-0.028436161,-0.009370001,-0.044900189,-0.115561663,-0.157396926,0.049005426,0.047877033
CC_f_551,0.035164331,-0.048373438,0.146915422,0.081361395,0.062605414,-0.253048472,-0.049469874,-0.054439379,0.01492663,0.149195712,0.091828073,-0.170369234,0.055167501,0.018086766,-0.163691221,-0.047941155,-0.032510918,0.358596826,-0.08001324,0.045767345
CC_f_552,0.233449558,0.181108941,-0.097606996,0.023500352,-0.115436165,0.106793758,0.053336908,0.033022133,-0.040582146,-0.112092089,0.285173738,0.095544319,-0.015582669,0.01967239,-0.202252335,0.067219043,-0.074714752,-0.318037672,0.065648884,-0.104932018
CC_f_554,-0.297815191,-0.008256674,-0.226213905,0.244456535,-0.125319192,0.062940044,0.104842328,0.19269907,-0.138847538,-0.118656431,-0.011503842,0.112090895,-0.072418279,0.132933839,0.103900747,0.07005616,0.596874721,-0.879893942,-0.104355172,0.163672147
CC_f_560,0.115193463,-0.206942797,-0.226084709,-0.003136036,-0.40985657,0.328149572,0.195615173,-0.095823336,-0.270212519,0.250589787,0.322565539,-0.282207944,-0.023104377,-0.075971459,-0.285066633,0.033676974,0.158554884,-0.113656,0.026358339,0.316782383
CC_f_561,-0.001417899,0.110422886,-0.15885041,0.15932445,-0.08251229,0.042547211,0.050975187,-0.167889566,-0.082236831,-0.071512853,-0.020638801,-0.109604399,-0.00781648,-0.014388845,0.02339485,-0.104285308,0.067638542,0.12438119,0.069759936,-0.299949097
CC_f_564,0.304835458,0.195473224,0.28555912,-0.267957368,0.127915591,-0.454395443,-0.195760376,0.148149049,0.04624566,-0.012516441,-0.321438414,0.340273054,0.022831247,-0.239152627,0.118468728,-0.249551668,-0.319214887,-0.001702175,0.28532457,-0.368531834
CC_f_570,0.240250905,-0.096160803,-0.08850795,0.008102425,0.139494933,-0.050715462,0.192719301,-0.011657367,-0.081119776,0.149422542,-0.203359714,-0.09975273,0.027089897,-0.197134733,-0.105947361,-0.260551947,-0.07383888,0.185776327,0.071124728,0.026619039
CC_f_571,-0.119842308,-0.193040576,-0.119849429,-0.125968767,0.222556369,0.092765222,0.046457819,-0.16233266,-0.124756516,0.25981396,0.210002772,-0.087780687,-0.085126069,-0.025541752,-0.003069317,0.202310046,0.040111827,0.062285559,-0.064645627,-0.137289389
CC_f_572,0.03446911,0.085454201,-0.142927081,0.163120699,-0.247555843,0.048195053,0.132521341,0.059162334,-0.119942894,0.287734329,-0.081985483,-0.110661139,0.150031931,-0.345390335,-0.270928807,-0.07826808,0.360581386,-0.284823305,0.127026607,0.032550381
CC_f_573,-0.063064996,-0.345642625,0.001114179,0.201809065,0.033412316,-0.027928175,0.045433219,0.084397374,-0.037414225,0.01894099,-0.01285042,-0.176751625,-0.010661179,0.093329274,0.04659403,0.171030589,0.040360981,-0.260758603,0.023285929,0.137731108
CC_f_577,-0.061480704,0.238560296,-0.079349921,0.292641346,-0.07598546,-0.102075825,0.104295754,0.057723948,0.042683389,-0.165194129,0.132548181,-0.030877144,-0.026982879,-0.116791893,0.076074147,-0.02216102,-0.001758089,-0.459788549,0.054097778,0.087888555
CC_f_585,0.283371704,-0.282905406,-0.102177421,0.160107692,-0.279455851,0.277226522,0.043145076,-0.1035821,-0.067167373,0.10949502,0.056576614,-0.11783612,-0.083519083,0.195874364,0.045968482,-0.098431498,0.060710474,-0.099001467,0.146392323,0.141302452
CC_f_592,-0.172431476,-0.13443238,-0.144010981,0.181330962,0.109316546,0.014717988,-0.048891235,0.185523688,0.104457373,-0.22846507,0.230493063,-0.010850312,-0.031873796,0.060977384,-0.044734216,0.054064192,0.014181686,-0.200127616,0.082737149,0.125426936
CC_f_598,0.098334648,0.157680367,-0.258716428,-0.174169481,-0.124309586,0.274415053,0.078244294,0.019812402,-0.157149691,-0.162070112,0.477000697,0.290796643,-0.044896672,0.122925901,-0.058509386,0.155343418,-0.025455193,-0.228531228,-0.013915179,-0.104373448
CC_f_599,0.182788875,-0.156198519,0.037642398,-0.038094963,-0.117625009,-0.142152791,0.029712802,0.110620421,-0.130709739,0.013933862,-0.07245985,-0.076998126,-0.158066191,0.074810607,0.168819043,-0.022667396,-0.045360202,0.066711719,0.386047229,0.045932123
CC_f_604,-0.031424117,-0.167956657,0.194079937,-0.123323422,0.141809149,-0.189331129,-0.040026527,-0.01963193,0.033593249,0.047494171,-0.099752678,0.044402234,-0.027501049,0.084877903,0.024912861,0.102053489,-0.194893077,0.072762348,0.125015244,0.246230324
CC_f_608,0.142916752,-0.033710241,-0.129232442,0.217114829,-0.08048204,0.040702348,0.146442911,0.005890629,-0.148092195,0.211400879,0.084472021,-0.1595177,0.022040392,-0.201468745,-0.179696243,-0.154973377,0.13798738,-0.010235577,0.000129956,-0.005335967
CC_f_615,-0.090611352,0.035332562,-0.134595528,0.068677947,0.091824968,0.240202164,-0.034160868,0.281104968,0.018584672,-0.013503939,0.155858135,-0.110942481,0.021769786,-0.179022592,-0.034794574,0.008369782,0.03340513,-0.230269079,-0.071524671,0.016162459
CC_f_620,0.0136988,0.360201683,0.062717187,0.312522843,-0.209566165,0.102535997,0.082438611,0.02294341,-0.085327891,0.125093823,0.008450516,-0.036908836,0.014081999,-0.014195232,0.068392443,0.08335793,0.027814211,-0.432991255,0.071054661,-0.140776475
CC_f_622,0.139826466,-0.062726508,-0.08346422,0.113410605,0.074745325,-0.120016799,-0.021767152,0.076343257,-0.081330414,0.038712106,-0.050020858,-0.013274903,-0.042031375,-0.116552601,0.113391441,-0.138050368,0.040986811,-0.064588934,-0.084609561,0.192056897
CC_f_630,0.146847485,0.132949454,-0.076399172,-0.019540831,-0.031953256,-0.034202071,-0.008971855,0.035280852,-0.052092321,0.09462194,0.032418078,-0.122588066,-0.037406143,0.008322604,0.093194304,-0.03937943,-0.032089645,0.013368437,0.146831482,-0.052558001
CC_f_632,0.100142286,0.017803099,-0.021097268,0.127880596,-0.019856168,0.10226657,0.065717633,-0.047973222,-0.030662429,0.156716098,-0.168631751,-0.019144086,-0.051267068,-0.09978039,0.027589085,-0.025077538,0.054541853,-0.287745255,0.286402234,-0.269292841
CC_f_636,0.040310473,0.015163079,0.077143991,-0.124740847,0.083560291,-0.114328687,0.048266557,-0.163489719,-0.01152856,-0.099604896,-0.254456675,0.124652671,-0.04029467,-0.330699251,0.08206801,-0.071597419,-0.118309876,0.347673433,-0.101672711,-0.115950484
CC_m_006,-0.111997098,-0.287758084,0.285036572,-0.00371774,0.233878211,0.069789532,0.109723604,-0.242492335,0.080655597,-0.128336811,-0.39794591,0.027119225,0.072611291,0.246307914,-0.088024579,0.305743321,-0.154517645,0.029936853,-0.098656291,0.124241145
CC_m_008,0.395484761,0.296698673,-0.129754769,0.085424779,-0.043718667,-0.020185983,-0.055749854,0.022984875,0.08763934,0.110929567,-0.29525755,-0.152178929,-0.004474344,-0.324732512,0.012373056,0.01090223,-0.143128441,0.243077878,0.119313203,-0.183977747
CC_m_011,-0.219914241,-0.23958853,0.02990807,-0.044320629,-0.005902211,0.01883296,-0.085536777,-0.112544569,0.080828919,-0.060606623,0.038383502,-0.062600138,-0.012269863,0.167301725,0.232148079,0.094508323,0.151673815,-0.010884414,-0.167366067,0.024884491
CC_m_012,-0.263290048,-0.138204481,0.146881555,-0.262013883,0.23969612,-0.101640856,-0.030330568,-0.034692487,0.016058984,-0.020781081,-0.123766184,0.041172455,0.040677797,0.211459427,0.123584205,0.205479398,-0.046523577,0.082127213,-0.111808786,0.071965609
CC_m_016,0.463682646,0.408411412,-0.086940444,0.098345522,0.079322273,-0.040705333,0.007588688,-0.078572211,-0.094790367,0.060967211,-0.317306231,0.105061034,-0.02536705,-0.40518738,-0.011140332,-0.316975877,0.013567178,-0.289011667,0.058093043,-0.073609367
CC_m_017,0.184595537,0.463219798,-0.051200181,-0.105916947,-0.10314678,0.219207978,-0.04301886,0.109034206,0.175387516,-0.083659237,-0.00238485,0.076543357,0.008901311,-0.46351854,0.010769924,-0.121756418,-0.179628664,0.106733405,-0.118222192,0.040108645
CC_m_019,-0.020670259,-0.080929567,-0.089289332,-0.080406516,0.232126018,-0.130356539,-0.071789592,0.212625288,-0.04626939,-0.034235939,-0.099346944,-0.042948308,0.00490195,-0.015488339,-0.042302028,0.113555923,0.059236724,-0.05261187,0.045421978,-0.031957285
CC_m_028,-0.062690459,-0.13251528,0.067463271,-0.045948955,-0.029776751,-0.086605355,0.013834699,0.014169664,0.029022975,-0.064670345,0.049872154,0.036183923,0.056034864,0.156902925,-0.030983607,0.009480277,-0.158126283,0.274509956,-0.096983302,0.050800391
CC_m_029,-0.179499436,-0.186143601,0.04071557,-0.019256828,0.040625875,0.005732766,0.005919807,0.004102765,0.057346036,0.005394432,0.091980935,0.157001344,0.07646052,0.23026915,-0.059544518,-0.081226533,0.048650323,-0.092599349,-0.235698152,0.088200864
CC_m_030,0.163086271,-0.12644073,0.252570085,-0.076423451,0.085226001,0.019010195,0.114925623,-0.160459959,-0.29808059,-0.015237055,0.066112625,-0.060245029,-0.004047007,0.323348715,-0.012003802,-0.034629241,0.015644625,0.124741325,-0.112106788,-0.112806468
CC_m_031,0.307410207,0.574635684,0.052118783,-0.04973348,0.062714044,0.062216461,-0.185041217,0.188165761,-0.082440825,-0.086407536,-0.387067736,0.189764669,-0.112697474,-0.468559505,-0.140444218,-0.202547379,-0.014478372,-0.335325778,0.486659833,-0.061112725
CC_m_037,-0.100573371,-0.054137677,-0.027055037,-0.176867096,0.320109134,-0.063090071,-0.128576648,0.064280819,0.105745183,0.211359732,0.086566779,-0.060988236,-0.058571357,0.123796871,0.076923215,0.030946448,-0.227388149,0.061755693,0.103315032,0.14677642
CC_m_038,-0.062731713,0.497528824,0.009217116,-0.124698742,0.164545954,-0.054136424,-0.069044171,0.0700247,-0.012433651,0.044878474,-0.027965925,0.120444872,-0.051527183,0.022826449,0.133809115,0.003654516,-0.038694408,-0.18153293,-0.045685195,-0.254727327
CC_m_046,-0.042969949,0.020461851,0.179417044,-0.056622409,0.116608324,-0.223788731,-0.089417356,0.22940533,-0.017454127,-0.078714524,-0.117484737,-0.066430441,-0.100628138,-0.026331714,0.156058513,0.018546795,-0.162105077,0.057909769,0.034465125,-0.083728293
CC_m_047,-0.145132443,0.003623928,0.004366795,0.196663163,-0.085830792,0.07789655,-0.06916215,0.183969941,0.032030495,-0.096005397,-0.08480032,0.166978836,0.014331067,0.114681055,0.02467094,0.02145913,0.11718414,-0.137052816,-0.066646682,-0.097599681
CC_m_050,-0.124419113,-0.145052281,0.141032347,-0.036232508,0.207264125,-0.076570635,-0.091346946,0.031366208,0.120278966,0.11873331,-0.369827612,0.075169372,0.018629063,0.022430137,0.15332567,0.013163842,-0.130478849,0.209287766,-0.009049687,-0.053373585
CC_m_059,0.010016122,0.397169791,0.13943884,0.071713378,0.026377496,-0.360954351,0.057724644,0.180185118,0.005715586,-0.027934965,0.054518541,0.04692744,0.013088194,-0.09387409,0.029799848,-0.209079056,-0.149849454,0.070079404,-0.037838065,-0.180441795
CC_m_063,-0.292860736,-0.398274607,0.164929358,-0.052842816,0.195938045,0.064507272,0.216585661,-0.123932523,0.11133142,0.207083019,-0.110882395,-0.023237663,-0.055257759,0.011805924,0.075039962,0.016119422,-0.294347385,0.089322656,0.039407448,0.26844817
CC_m_070,0.039958736,0.220723103,0.070272351,-0.089057246,-0.052943398,0.047556485,-0.191737026,0.086966547,0.136069469,0.030799697,-0.03428894,0.047735635,-0.017655275,-0.307858496,0.065043092,-0.268538988,-0.06277188,0.185577724,0.108423205,-0.143775965
CC_m_078,-0.069551797,0.046411834,-0.154444613,0.312984767,-0.237281797,0.317271134,0.035645254,-0.1494137,0.030925964,-0.212258016,0.327569136,0.099459102,-0.000152722,-0.199598119,-0.233803996,0.178630695,0.249694055,-0.525110531,0.127063009,0.348814312
CC_m_079,0.179585845,0.346321987,-0.033280237,-0.121601814,-0.143183307,0.047661915,-0.017898814,-0.059474018,-0.11760017,-0.020317808,0.142511491,0.310150333,-0.131337215,-0.236800209,-0.119627345,-0.185684984,-0.012854312,0.003630753,0.224815135,-0.051982666
