speaker,THOUGHT_F1,THOUGHT_F2,FLEECE_F1,FLEECE_F2,KIT_F1,KIT_F2,DRESS_F1,DRESS_F2,GOOSE_F1,GOOSE_F2,TRAP_F1,TRAP_F2,START_F1,START_F2,STRUT_F1,STRUT_F2,NURSE_F1,NURSE_F2,LOT_F1,LOT_F2
CC_m_086,0.489444568,0.56727175,-0.012524284,0.03438573,-0.21037147,0.112196324,-0.036216378,-0.07766639,-0.094463405,0.242129791,-0.194801383,-0.158102123,-0.108560788,-0.185805403,-0.118206655,-0.009435876,-0.065761819,0.020196324,0.350457176,-0.395014518
CC_m_087,-0.172592901,-0.066082061,0.065517149,0.040168414,0.045662041,0.05327807,0.047125917,0.01167278,-0.136767677,-0.039533589,0.134725069,-0.011748941,0.024148477,-0.028500686,-0.044722345,0.14452032,-0.016893603,0.113066077,-0.11445859,0.055659761
CC_m_088,0.1825709,-0.089020455,-0.050314037,0.017500078,0.070274765,0.081565466,0.21816344,-0.029267671,-0.027335733,0.132757789,0.222902639,-0.05668291,-0.067830563,-0.021586967,0.041398539,-0.021809519,-0.218561392,0.011130407,0.164570517,-0.235395225
CC_m_094,-0.063167066,0.797697801,0.09582883,0.053872477,0.006580346,-0.174750461,0.015204556,0.088257784,-0.076605035,0.006029479,0.147246301,0.058366204,0.002449219,-0.127685682,0.044282952,-0.126670902,-0.1000368,-0.110485518,-0.238652762,-0.1921927
CC_m_096,0.204612081,0.433580765,-0.052608402,0.010361005,0.055289787,-0.130566562,-0.097989322,0.079173384,0.016416755,-0.003932034,-0.12905421,-0.06104956,-0.106838828,-0.007550535,0.063265474,-0.114626193,-0.150814901,0.051104831,0.20728612,-0.228578225
CC_m_102,-0.023758316,-0.317259257,0.053543443,-0.144628398,0.07770727,0.156480448,-0.09970373,-0.03695169,-0.010582451,0.045073041,0.021941897,-0.059326768,-0.061111942,0.136447664,0.125298208,0.229033952,-0.181932212,0.120935351,0.072774388,0.222216405
CC_m_103,-0.141360817,-0.112547112,-0.028785263,-0.189214106,-0.077560936,0.290956828,-0.011091852,-0.015551213,0.051586639,-0.141657475,0.193656278,0.004671944,-0.004079107,0.065330978,-0.006062851,0.119122525,-0.085214116,0.198059191,-0.000748565,0.032559502
CC_m_108,0.124206103,0.74355748,0.095377181,-0.010187241,0.270443642,-0.135979767,0.109875449,0.028440788,-0.029841505,-0.048540989,-0.23336129,0.143890778,-0.057540229,-0.386131849,0.130068673,-0.410749165,-0.155343064,0.06193759,-0.019356696,-0.107042374
CC_m_109,0.190945531,-0.074942503,-0.08881168,-0.027650713,-0.226789868,0.026140683,-0.029646671,-0.03128182,-0.10370084,0.054635479,0.135311879,0.022581617,-0.006144971,-0.021087029,-0.157575706,0.132663933,0.02708228,0.141941028,0.013436963,-0.073847097
CC_m_112,0.048892034,0.236587197,0.104352309,0.000742505,0.056347205,-0.339889526,0.416479914,0.011578146,-0.218639106,-0.092780207,0.087902623,0.299458071,-0.099232143,-0.133145046,0.001697092,-0.151822256,-0.346928553,0.212537774,0.038916397,-0.160230444
CC_m_114,-0.217603619,0.132353144,0.248908773,-0.387167381,0.005576394,-0.138499788,-0.004571861,-0.118684292,0.082644196,0.057491231,-0.101129178,0.100220179,0.118432653,0.022926561,0.027911091,0.053681883,-0.080322979,0.283413446,0.0090766,-0.326752076
CC_m_119,0.119777214,0.459721255,-0.23665747,-0.097508286,-0.042947095,0.139887704,0.014373088,-0.064187372,0.057740972,-0.051326529,-0.109946636,0.016900858,0.018980411,-0.672264403,-0.248135028,-0.273633645,0.135560014,0.439759511,0.351700236,0.210946295
CC_m_120,-0.09367979,-0.108152333,-0.050428639,0.115577571,0.09394722,0.131410914,0.128050169,0.055243667,-0.016900685,-0.129931618,0.336079253,0.071414356,0.047567545,-0.296890374,-0.073159106,-0.062271084,-0.057322005,-0.342642997,-0.15971234,0.218552746
CC_m_126,-0.065457811,0.38689615,0.03969446,0.113718827,-0.055296844,-0.002155988,-0.06489886,0.386486199,-0.020280059,-0.293347316,0.110641342,-0.166584429,-0.001994153,-0.006197555,0.035840712,-0.036449227,0.099969424,-0.039078207,-0.141952651,-0.032393498
CC_m_128,-0.099611366,-0.094266679,-0.104269252,0.039517675,0.067039164,-0.046451687,0.173306813,-0.093879587,-0.047959973,-0.106811598,-0.058433181,0.027298882,-0.092977786,0.174910848,0.106610092,0.146756757,-0.088390136,0.261846068,0.049446786,0.101775513
CC_m_131,0.029349184,0.141184314,0.027304676,0.097788255,0.156571574,0.052775158,-0.042405188,0.009326194,-0.168060619,0.234563472,0.091946766,-0.096772447,-0.084136405,-0.136381318,0.043466697,-0.442556996,-0.078476306,-0.181949845,0.179263913,0.16436913
CC_m_138,0.263229851,-0.342986645,-0.309605634,0.406325464,-0.001808594,0.205161097,0.116054391,-0.188642982,-0.158123602,-0.148575242,0.167477323,-0.073873416,-0.07079572,0.077587012,-0.04649396,0.115214884,0.0683492,-0.034584202,0.060559547,0.213975602
CC_m_139,-0.019998144,-0.065182628,-0.051801954,0.143128887,-0.1683908,0.300661798,0.180933075,0.014352426,-0.068050203,-0.192498979,0.030620296,-0.125190262,-0.058215603,-0.283152269,-0.152151813,0.18174471,0.07744598,-0.221986839,0.19844571,0.20339083
CC_m_149,-0.258200572,-0.236740544,0.127537306,-0.282762706,0.053550518,0.084335298,-0.018763891,-0.066268592,0.004159329,0.007763438,0.096420602,-0.057179186,0.00327456,0.197351508,0.004925,0.304613176,-0.022804414,0.311089968,-0.100787455,0.104400733
CC_m_156,0.07007973,0.073305811,0.033795142,0.053494192,-0.106567766,0.048487986,0.033390279,-0.114237586,-0.085506898,0.015071334,0.388254775,-0.00791833,-0.045410585,0.111648773,-0.068114422,0.041770107,-0.037974111,-0.143746522,-0.149355155,-0.276116245
CC_m_157,-0.095339778,-0.151522216,0.086777341,-0.068634759,0.155340338,-0.055516488,-0.172862449,0.064446402,-0.00902685,0.048218494,0.059987573,-0.064235133,0.005196477,0.043168109,-0.016690871,0.086386107,0.003664715,0.194672647,-0.042669465,0.108694775
CC_m_162,0.138418432,-0.093084152,-0.194351631,0.14154923,-0.141066363,-0.104195266,0.106045088,0.010455804,-0.05547102,0.055681913,0.346684219,-0.020881598,-0.039764107,-0.025032341,-0.227693722,0.043014023,0.089325632,-0.31134309,0.022001172,0.168975724
CC_m_167,-0.113651962,-0.103090337,0.203958636,-0.130931602,0.233125679,-0.405397192,-0.166632092,0.113417713,-0.022409165,0.121404625,-0.278667856,0.011798645,0.006794717,0.299769836,0.212940097,0.133639549,-0.122566894,-0.018541555,-0.030195096,0.081006375
CC_m_168,-0.492405623,-0.193494704,0.183343828,0.109762531,0.070948847,-0.012816544,0.024017194,-0.127280259,0.006615674,-0.136229364,0.266206083,-0.037083429,-0.041146971,0.235085478,0.019797097,0.028087924,0.034022775,0.030205776,-0.064471035,0.24694153
CC_m_173,-0.044132835,0.215703815,-0.203244664,-0.006456973,0.313481083,-0.185568789,-0.075386361,0.131550209,0.132666099,-0.064477272,-0.192016766,0.04134793,-0.079766205,-0.025174298,0.174448,-0.092406119,0.025622201,-0.264135061,0.002895285,-0.025083247
CC_m_174,0.185883829,-0.009197144,0.00624238,0.233282565,0.166349066,-0.122373464,0.065037059,0.119543288,-0.082386412,-0.136682716,0.153306572,-0.059224124,-0.113970986,-0.098561512,-0.009906061,0.113955844,-0.357075375,-0.168952949,0.070683368,0.15184729
CC_m_175,-0.01312052,0.007383236,0.015785451,0.013159121,-0.019398263,-0.105753475,-0.011220339,-0.142931575,0.069358272,-0.201839174,-0.1986968,0.308861145,0.042999307,-0.419706406,-0.030137717,0.008422547,-0.045184883,-0.068592724,0.262939846,0.20500254
CC_m_180,-0.057415761,-0.085135018,0.026045481,0.033441296,-0.127444864,0.250473034,-0.060306819,0.062714277,-0.011941304,-0.066978619,0.095357405,-0.009041872,0.016231991,-0.094192848,0.031596657,0.06196432,0.075233004,-0.010003798,-0.046083083,-0.042033604
CC_m_182,-0.130444892,0.004695204,-0.187225837,0.192156972,-0.07507531,0.200892945,-0.130205647,0.031381323,-0.137523306,-0.002491157,0.098539535,0.018505444,0.019327594,-0.035964154,-0.164458989,0.009437206,0.282341354,-0.403152698,0.037725856,0.000765271
CC_m_184,0.21986819,0.278914682,-0.260221034,0.167309159,-0.019779081,-0.079290531,0.188077606,-0.088078167,0.019229793,0.041462192,0.378017525,-0.150335299,-0.131484241,0.232790693,0.045076618,-0.490989048,-0.200328216,-0.067783094,0.056063135,-0.120844237
CC_m_190,-0.022363237,-0.127046304,0.054995405,-0.07228979,-0.041180778,0.078662133,-0.060749788,0.0198962,0.066189518,-0.04810698,0.139852841,-0.014069014,-0.011341966,-0.063398749,0.032138259,-0.107423641,-0.092915661,-0.058019448,0.117679083,-0.149981226
CC_m_193,-0.047535558,-0.134003088,0.051847069,-0.110906293,0.15027262,-0.20502137,-0.060612387,-0.007991281,0.015645392,0.150989865,-0.052302019,-0.099429608,0.03586289,0.165647893,0.032395212,0.085119705,-0.005001155,0.12470315,-0.044890265,0.055203164
CC_m_197,0.054690342,0.225042189,-0.060445145,0.024037466,-0.146401229,-0.182195853,-0.089164561,0.075789237,0.031343806,0.075374162,0.174546305,-0.087928683,-0.036123846,-0.108487841,0.2724764,-0.13294377,-0.085332862,0.01643004,-0.157162958,-0.100989954
CC_m_201,-0.107845876,-0.182506667,0.007489021,-0.027759033,-0.037123412,-0.01834019,0.13189601,0.013627383,0.090413084,0.017200484,-0.370841076,-0.008958813,0.113826527,0.188420913,0.017164222,0.084723374,-5.62E-05,0.091679993,-0.058791339,-0.166622805
CC_m_202,-0.469453779,-0.284368193,0.149269857,0.039506854,-0.033074114,0.111756401,-0.101133542,-0.083555843,0.030198331,0.069713948,0.42180268,-0.023675504,-0.016119508,-0.032176206,-0.221955423,0.232920322,0.008452868,-0.097256447,-0.080811069,0.174117284
CC_m_203,0.069533026,0.175810996,0.00704578,0.044170905,0.188559211,-0.063279848,0.004979923,0.034088081,-0.088897349,0.040886693,-0.045819434,-0.012040923,-0.052682344,-0.109726729,0.041883154,-0.012885327,0.01969669,-0.306083928,0.03892581,-0.124591984
CC_m_204,-0.291123956,-0.147100817,-0.024266762,-0.045223928,0.263126679,-0.226253118,-0.116232075,0.037447529,0.065126749,-0.034207187,-0.28726334,0.007977653,-0.015402117,0.139666968,0.139025049,-0.034878735,0.101606222,0.009849721,0.109360598,0.091122853
CC_m_206,0.024972719,-0.056993476,0.01395224,-0.060359381,-0.091670715,-0.14493732,-0.07694476,0.068174676,0.06771248,0.001681406,-0.052456506,0.045351725,0.094707723,0.035742035,-0.079244519,-0.152873692,-0.021431328,0.104075979,0.144376896,-0.05325796
CC_m_207,-0.159533115,-0.246961442,-0.115453323,0.012755754,-0.043725291,0.054165845,0.038620344,-0.056894615,0.187093599,0.060132164,0.132557595,-0.056543359,-0.069662239,0.114875501,0.135367298,-0.087256756,-0.175152944,-0.135486272,0.085598302,0.141775294
CC_m_208,-0.113501604,-0.04077797,-0.010542823,-0.050183522,0.096095166,0.0921471,-0.050397247,0.109080462,0.040101056,-0.178082963,0.15583514,0.015025345,0.046833755,0.033402481,-0.087813117,0.134377299,0.004314915,0.027748702,-0.113557362,0.014806078
CC_m_214,0.315263179,0.02939026,-0.05556383,-0.079914209,0.130275156,-0.023907741,0.082282466,-0.00307181,0.027757725,0.040379755,-0.424978406,-0.103475821,-0.027313151,-0.027551449,0.129289803,0.0026313,-0.224738415,0.343865892,0.127465625,-0.055848098
CC_m_219,0.022481976,-0.14910796,-0.15183928,0.12627367,-0.197900261,0.363114675,0.096303375,0.005731885,-0.145329846,0.014793525,0.22775221,-0.090208072,-0.055727858,0.019992466,-0.079031912,-0.004138488,0.24702185,-0.174497183,0.303913145,0.054223401
CC_m_227,0.028896433,-0.218617664,-0.011916286,-0.009198088,-0.304669276,0.222120124,0.055808924,-0.197926615,0.079039365,0.280744576,-0.179223607,-0.222183767,0.116709149,0.467959226,-0.30537757,0.237761302,0.247628477,-0.342425323,-0.134535518,-0.071546514
CC_m_228,0.091899722,0.283221893,0.027318941,0.223860157,0.09036443,0.138440087,0.060386344,0.102643106,-0.025073955,-0.167030236,0.059530158,-0.015220865,-0.104890142,-0.218554483,0.128832316,-0.107101029,-0.154557333,-0.372793522,-0.131493075,0.045400175
CC_m_230,-0.239132544,-0.083496248,0.242353779,-0.244306612,-0.021785607,0.124414492,-0.041584851,-0.239622873,0.073024854,0.22423065,-0.078945565,0.102090822,0.167526804,-0.016568645,-0.134174279,0.134488669,-0.000900336,0.230184651,-0.139498069,0.091085384
CC_m_232,-0.048337379,0.022445483,0.031547618,-0.048379002,-0.048764799,0.020938615,-0.104305225,0.129329531,-0.147304956,0.096576807,0.328186124,-0.069464219,-0.076520921,-0.097239312,0.016856757,-0.028641079,0.191750353,-0.051624122,0.069091566,0.040662445
CC_m_240,0.385371182,-0.068363371,-0.136703821,0.082899233,0.10932451,0.099969674,-0.121939306,0.041014546,-0.005505176,-0.100702593,-0.049537182,0.006862025,0.029453001,-0.109997749,-0.039619615,-0.072931829,-0.029494503,0.057942909,-0.020895973,0.199235222
CC_m_241,-0.295925417,-0.172522485,0.091733666,-0.214992813,0.048613257,-0.147809771,0.102307931,0.072131092,0.019767121,0.256051547,0.101478662,-0.060545134,0.043023272,-0.038802688,0.02914283,-0.017132988,-0.109581476,0.283570362,-0.031932566,0.054837628
CC_m_247,-0.020548675,0.122241944,-0.002748676,0.032169201,-0.042320922,0.087432769,0.106723529,-0.138293432,-0.023973524,0.05955645,-0.131725884,-0.119748547,0.054026588,-0.072805964,0.1590316,-0.042924253,-0.075315568,0.271878259,-0.03870697,-0.349691133
CC_m_248,0.00657299,-0.131402682,-0.007538408,-0.078465768,0.155919021,0.05174451,0.06287051,-0.073343794,-0.019075292,0.05479165,-0.101179101,-0.028918709,0.002519904,-0.035633206,-0.038965094,0.054857623,-0.14570786,0.134888933,0.090743825,0.035945936
CC_m_249,0.199624182,-0.175296493,-0.010680481,-0.050172006,0.091021161,-0.162846226,0.063322682,-0.223256353,-0.060150528,0.292333299,0.022996378,-0.113416464,-0.011107469,-0.092499102,-0.160707799,-0.07115481,-0.137176531,0.157167678,-0.055301354,0.063744319
CC_m_251,-0.171802651,-0.264516419,-0.005638021,0.121833984,-0.070611113,0.052151008,-0.078021893,0.131294944,0.037675798,-0.192515041,0.085606234,-0.003994117,0.058193778,0.051585109,0.003906728,0.108519792,0.011673128,-0.194830891,-0.20628325,0.259076848
CC_m_256,-0.322332939,-0.332849217,0.272090015,-0.158075882,0.151259683,-0.05612573,0.134790884,0.182329659,0.059585832,-0.195575314,-0.144563122,0.095798725,0.025051614,0.2451379,0.029332159,0.234092247,-0.351289507,-0.007005643,-0.06834173,0.090148356
CC_m_259,0.42011617,1.099641167,0.084402609,-0.04912595,-0.296882482,-0.380717202,-0.165217385,0.16282136,0.073990565,-0.19187385,0.039731079,0.243991072,-0.143921762,-0.116559612,-0.044890383,-0.362730697,-0.243546649,-0.232177922,0.274957866,-0.085490463
CC_m_261,-0.150051884,-0.277384438,-0.181109033,-0.098293367,-0.06519123,0.082323415,-0.214535214,0.137989123,0.057177853,-0.121274185,0.117122349,0.043605179,-0.012906433,0.197533403,0.119057748,0.001011912,0.182901796,0.041326553,0.012058519,-0.031464229
CC_m_262,-0.06110247,-0.283589657,0.079392948,-0.210389967,-0.10063131,0.091462303,-0.031762229,0.056302535,0.005084166,-0.071241271,0.064832014,-0.011599312,0.008340465,0.14839405,0.189053996,0.054271074,-0.053647293,0.079253365,0.153044549,0.066283504
CC_m_268,0.0790391,-0.214806572,-0.10236856,0.179608763,0.004855644,0.045331563,0.115407686,-0.120334931,-0.127826987,0.164594634,0.101213937,-0.19729495,-0.002957086,-0.00762154,-0.007679138,-0.144752615,0.05311963,-0.112785869,0.069222664,0.035807586
CC_m_272,0.264141403,0.055435944,-0.004114911,-0.12089792,0.063295937,-0.224473101,-0.097628914,0.107991524,0.07892657,-0.049492419,-0.068326515,0.114010173,-0.072729077,0.092438187,-0.175805682,-0.124191291,-0.312194099,0.185496062,0.360101489,-0.106440512
CC_m_273,-0.16795797,-0.241484062,0.076618587,0.031925337,0.253391979,-0.009591894,0.139390054,-0.053382875,-0.050840365,0.031821166,-0.186107496,-0.012135154,0.065603729,0.142825589,0.032137862,0.122890431,-0.013699189,0.015492191,-0.167070902,0.029928259
CC_m_283,-0.066678126,-0.254982919,0.013069539,-0.004400682,0.225471828,-0.127659004,-0.021856937,0.065409297,0.104324572,0.013648093,-0.42563911,0.079760123,-0.05335963,0.216902965,0.259615197,0.083595243,-0.186825494,0.217891764,0.241450427,-0.149519567
CC_m_293,-0.000917644,-0.19852135,-0.025081792,-0.039900975,-0.005821689,-0.052749011,-0.045602595,-0.088726521,0.003283168,0.215872595,0.087921923,-0.170719487,-0.075199538,0.034512278,0.13790503,0.20516785,-0.115653252,0.343883541,0.063299697,0.094548191
CC_m_296,-0.002846454,0.448492972,-0.085651015,0.014635127,-0.183051295,0.121855297,-0.107289769,0.06041802,-0.033786515,-0.274221421,0.378443397,0.057132769,0.154642879,-0.266908386,-0.179694803,0.108119053,-0.083212126,-0.077435062,0.220261289,-0.234477607
CC_m_301,-0.298815697,-0.258147609,-0.038778081,0.169137463,-0.127168159,0.03740152,-0.080888137,0.012983618,-0.003082878,-0.220169923,-0.122208803,0.109154964,-0.019944518,-0.041716413,0.132419488,0.225433741,0.530959086,-0.279581158,-0.238887952,0.001473894
CC_m_303,0.26962313,0.982453539,0.150751952,-0.075138226,-0.043184921,-0.159608056,-0.197377483,-0.108282969,0.003598869,0.010599265,-0.333682105,0.068302611,-0.020929185,-0.233844647,0.055736775,-0.414169914,-0.139606056,0.284603381,0.176995607,-0.399977267
CC_m_307,0.118687579,-0.19467722,0.046939955,0.130822044,0.097211987,0.014494494,-0.018265044,0.028871357,-0.000684584,-0.102177465,-0.001716266,-0.106169799,-0.031271347,-0.075792944,-0.027824565,-0.137689814,-0.13880288,0.003057164,0.121677494,-0.014779171
CC_m_311,0.198095251,0.021435321,-0.132487863,-0.017535981,-0.025771972,0.204414228,0.0797734,-0.117098042,-0.050552483,0.041468369,0.102395508,-0.218814194,-0.057997669,0.05985763,-0.055335267,0.040547172,-0.087271789,-0.012699234,-0.020356337,-0.053477141
CC_m_315,-0.15774041,-0.238033006,-0.004766134,0.045885661,0.111259068,-0.247515209,0.211288841,-0.095670262,-0.022012191,-0.027826234,0.025160869,0.125261899,-0.100348038,0.591472356,0.241258613,-0.029725796,-0.087607334,-0.013726859,-0.196607815,0.057273742
CC_m_324,0.130038344,-0.088799019,-0.071582019,-0.036264617,0.137193798,-0.030690955,0.0727543,0.01184855,0.041366012,-0.16604574,-0.364237877,0.090288448,0.061332823,0.11409519,-0.067299266,0.033983208,-0.109288922,0.043702375,-0.131746303,0.089297798
CC_m_329,-0.20008082,-0.236580684,0.062329942,0.062549252,0.177938637,0.016833849,0.037889076,0.012126378,-0.038983181,0.011066525,0.263739069,0.027516216,0.005251399,0.053446876,-0.165078549,0.114826554,-0.053768845,0.048998764,-0.094716341,0.068804657
CC_m_338,-0.241628247,-0.164586069,-0.130635995,0.21425496,-0.106228361,0.101362975,0.071165368,-0.050452296,0.001294692,0.135227768,-0.102143341,-0.220136484,0.060062131,0.075043789,-0.092147374,-0.10166096,0.251580951,-0.006583192,0.055249761,0.00546954
CC_m_340,-0.090823211,-0.146812987,-0.042863344,-0.072398089,0.173285988,-0.011894556,0.104285803,0.059327605,0.185457689,0.027580747,-0.148135225,0.009307635,-0.01587449,0.059195085,0.069913926,0.057340597,-0.123880563,-0.088407064,0.039795788,-0.019840919
CC_m_353,0.021495192,-0.192696293,-0.038071457,-0.012868728,0.083093826,0.173060497,0.173471615,0.042978994,-0.060811525,0.047547683,0.169117171,-0.063733262,-0.014458755,0.142010609,0.085876686,0.000168755,-0.157828463,0.056032418,-0.03427919,0.066254026
CC_m_359,0.11109148,0.064448379,-0.157574183,0.314204439,-0.154644983,0.194903505,0.058532486,0.028795174,-0.091915072,-0.277151487,0.244578719,0.036698706,-0.069652995,0.119381065,0.074838812,0.03579695,0.118784305,-0.52995655,-0.076651033,0.240585953
CC_m_371,3.86E-05,0.119376585,0.149273256,0.33128045,-0.062695622,-0.172657988,0.060471634,-0.060030756,0.200216761,-0.095482801,-0.322161225,-0.010846925,0.125377611,-0.048173585,0.06021405,-0.19887427,-0.040128303,0.138337921,-0.354145527,-0.079954462
CC_m_375,0.127799279,-0.186031751,0.124895853,-0.070655525,0.245677815,-0.13684137,0.097265898,-0.051760289,-0.048011845,-0.190765517,-0.003403134,0.006482201,0.006700029,-0.179708764,-0.020216504,-0.076642573,-0.202175213,0.344917862,0.034728372,0.031038522
CC_m_378,-0.128540665,0.015159511,-0.154842163,0.198022599,-0.318506785,-0.033701282,0.213615816,-0.280410374,0.124218315,0.134160479,0.487433072,-0.061152782,0.047079995,0.123367712,-0.03222664,-0.110691661,0.171314518,-0.134662299,-0.433481399,0.069996564
CC_m_379,-0.135194352,-0.352007653,-0.070888153,-0.009672688,-0.140698767,-0.042260722,0.082828665,-0.080083992,-0.050435046,0.117349078,0.268757452,0.080060607,-0.024946312,0.15465681,0.035800995,0.303971967,0.126157541,-0.430136094,0.013195855,0.307334006
CC_m_380,-0.056890823,-0.215567378,0.08150004,0.014204969,-0.059514086,0.176749827,0.057426574,-0.106299587,-0.06318437,-0.074800367,-0.013945827,0.038923992,-0.004170971,0.02322738,0.067607318,-0.103636785,0.053241118,0.171983225,-0.014713607,0.050362515
CC_m_385,0.208671542,0.052436691,-0.048026246,-0.022742267,-0.077035383,0.29681807,0.137181368,0.089847255,-0.047532085,-0.149481596,0.17561024,-0.097221781,-0.006376445,-0.07633121,-0.11347723,-0.14683745,-0.202613279,0.088712123,0.086651243,-0.28536389
CC_m_387,-0.450693617,-0.221111914,0.05962307,0.037539079,0.059457069,0.041656668,-0.005005625,0.149571208,-0.007445626,-0.080772391,0.075550329,-0.193837135,0.023842586,0.15098387,-0.013411737,0.190827245,0.142901564,0.00885361,-0.071042411,0.003153649
CC_m_388,-0.141208554,0.185925946,0.219405259,0.065949393,-0.272992134,-0.007911876,0.053808061,-0.113725708,-0.012687764,0.171278192,0.323895261,0.269036524,0.006245248,-0.123541481,0.003540429,-0.145205254,-0.102594212,-0.568908943,-0.105930464,0.034913881
CC_m_393,0.116769181,-0.184273193,0.06335471,-0.146611767,-0.050309871,-0.162294022,-0.060568574,0.108949006,-0.079044718,0.279072963,-0.182861956,0.072903477,0.057164833,-0.020791651,-0.151293797,-0.224481231,0.078752633,-0.014371999,0.418347399,0.027892479
CC_m_394,0.197184129,0.225000485,-0.070491992,0.016824861,0.045114504,0.106442942,-0.052664026,0.043179245,-0.323768683,0.303170489,-0.113522236,0.064995272,0.015961977,-0.077951298,-0.103896519,-0.058879508,0.274202469,-0.481116561,0.044548093,-0.062409725
CC_m_396,-0.078676192,-0.172038295,0.043615439,-0.189080629,0.158676077,-0.152469468,-0.103773908,0.245323706,-0.088916857,0.081197547,-0.255629646,0.098734982,-0.079079233,0.056953211,0.019462609,0.039793116,0.034593304,-0.045977946,0.126268947,0.229534701
CC_m_399,-0.07982569,-0.039464208,-0.019547343,0.031649272,-0.196936611,0.112528387,0.029087043,-0.146557362,0.217514089,0.013697247,0.032987862,0.138874971,0.088547603,0.044261718,-0.038127167,0.127642959,0.229931587,-0.025509278,-0.579452872,-0.078479685
CC_m_400,-0.103740371,-0.195483857,0.009298056,-0.113591595,0.159604552,-0.197379986,-0.154946574,0.06677989,0.098559021,-0.096200039,-0.241153714,0.127058479,0.058881945,0.085581721,0.001849995,0.120846157,-0.034878035,0.107370753,0.034974084,0.198719132
CC_m_403,0.094599558,0.015961546,0.006098399,-0.025638034,0.181996905,-0.20048414,-0.09005295,0.078636879,0.00860731,0.02016489,-0.14506234,-0.024621421,0.17721049,0.033217237,-0.107698738,-0.102102647,-0.208313768,-0.129205963,-0.184435384,-0.129475053
CC_m_404,0.225066008,0.484174294,0.054850886,-0.071473508,0.415778742,-0.083751548,-0.21420948,0.131534887,-0.055137136,-0.010593383,-0.052243981,0.127260137,0.012571156,-0.267900294,-0.405634353,-0.016732186,-0.03852729,0.06529772,0.127298784,-0.119509949
CC_m_406,-0.189494212,0.030862769,0.116498676,-0.035908697,0.253662486,-0.283636856,-0.083377821,0.066773824,0.120514163,0.143312711,-0.236734566,-0.015254016,0.092130954,0.133266662,0.16835292,-0.146511746,-0.238195487,0.111632827,-0.088897734,-0.234522236
CC_m_410,0.198760016,0.934041202,0.071014195,-0.126907252,0.193455971,-0.240573457,-0.348373854,0.014783531,0.14629306,-0.168751855,-0.197468434,-0.061505457,-0.02962829,-0.193666526,0.03858658,-0.153623554,-0.072990471,0.104922097,0.133319675,-0.331837557
CC_m_411,0.021600443,-0.132972444,-0.11161809,-0.158076509,-0.013508478,0.03240091,0.028141052,0.22783223,0.194894784,0.020787995,-0.201790836,0.146647562,0.071467236,0.021702512,-0.000939577,0.085987403,-0.077167421,-0.04261603,0.00737424,0.002421767
CC_m_417,0.225036252,0.587808999,0.074691703,-0.152236833,0.110790407,-0.157588549,-0.052248556,0.029185058,0.130444639,-0.119160604,-0.426364024,0.153717041,-0.043538751,-0.043119508,0.236191885,-0.341655685,-0.191826771,0.226128786,0.122985158,-0.254667231
CC_m_419,0.118434966,0.111937344,0.008680476,0.159964065,-0.110252267,-0.261078116,-0.074603146,-0.034242053,0.054092248,0.109640445,-0.123120528,-0.064648181,0.098805087,-0.109257925,-0.270494656,0.139522246,0.039122907,-0.15883988,-0.055843867,-0.130755
CC_m_423,-0.109467851,0.312749652,0.056129999,-0.154620981,-0.032110127,0.106223494,0.084377328,0.002468347,-0.067474378,-0.076105456,0.16714101,0.018092422,-0.021885551,0.018329726,0.243625484,-0.103127984,0.028056687,0.188413077,-0.164347545,-0.24282397
CC_m_425,0.015537697,0.042570618,0.060137707,-0.174292803,0.250386694,-0.058458654,0.017323658,0.078975084,-0.159665678,0.200638996,-0.139218186,-0.025930544,-0.049290537,-0.09569922,0.033199693,-0.234102595,0.136580743,0.129361032,0.119975569,-0.156676641
CC_m_427,0.236722318,-0.127832394,-0.084007204,0.091125119,-0.150854767,0.08238187,-0.079399892,0.012187133,-0.044583627,-0.232042746,-0.275956589,0.036717213,-0.047611179,-0.039559399,-0.028573455,0.112985178,0.136802403,0.29265354,0.229684859,0.127555415
CC_m_432,-0.143987173,-0.226740992,-0.285893078,0.165802111,-0.142498729,0.055114892,0.392402335,-0.12917109,-0.032488286,-0.120849695,0.145996744,-0.053923316,-0.10095726,0.19435034,0.090195906,0.211902979,0.092673541,-0.074160302,0.004888548,-0.015236115
CC_m_434,0.084320306,-0.126219527,0.088354271,0.10046039,-0.096179494,0.269716063,-0.017460799,0.024251128,0.017042015,-0.079175976,0.039872119,-0.008380654,0.041316355,-0.128200387,-0.017725532,-0.010273905,-0.087558267,-0.129895392,-0.01356567,-0.098080149
CC_m_435,-0.133217425,-0.420812309,-0.029933821,-0.128024296,0.052821691,-0.009440568,0.059765219,-0.174116109,0.045584339,0.077225215,0.060713312,-0.156954938,0.037593953,0.237395445,0.225473295,0.1589476,0.016263198,0.464687178,-0.168520688,0.125549114
CC_m_438,0.577484493,0.169706634,-0.08991754,0.098465885,-0.179932915,0.130368107,0.020843292,-0.072191278,-0.125515375,0.254638575,-0.123819241,-0.106836349,0.099330522,0.120507661,-0.277553829,-0.109368866,0.133845311,-0.267931744,-0.003919725,-0.086382717
