Idnumber,F1,F2,F2-F1,sylldur,o-dur,i-dur,s-dur,s:i-ratio,s-levelDiff,s-ampDiff,s-freqH,s-freqM,s-freqMH,s-var
508,0.979203483,-0.398069112,-0.751772525,0.734275855,-0.254285347,-0.203384597,1.29179116,0.906684607,-1.449936563,0.726967739,2.443054533,-0.753777351,-0.753777351,0.677764895
509,-0.467640713,1.320356926,1.306139935,0.925297917,0.874086748,-0.203384597,0.762368554,0.507143942,0.247631226,-0.975108018,-0.054273154,0.585314072,0.585314072,0.617970396
510,-0.803515259,1.320356926,1.449586917,1.880408226,2.378582874,0.361572617,0.762368554,-0.052212989,-0.797496779,-0.498332129,-0.17319352,0.521547814,0.521547814,0.891584623
511,1.70262558,-0.200548878,-0.895219506,3.599606784,3.130830937,0.361572617,2.615347677,1.066500874,0.062017332,-0.988554555,0.277739846,0.085715276,0.085715276,0.052986593
512,2.929859497,-0.325645026,-1.524179347,-2.131055074,-1.00653341,-0.768341812,-1.88474448,-1.22419894,-2.261235122,-2.183339161,0.079179525,-0.872514522,-0.872514522,4.041198518
513,0.695001944,-0.635093393,-0.829013207,1.307342041,-0.254285347,3.186358691,0.49765725,-1.250834984,0.348592475,0.705283129,-0.993046207,-0.616986576,-0.616986576,-1.152664257
514,0.384963902,1.208428793,0.848213034,-0.029812393,-0.630409378,-0.768341812,0.762368554,1.439405494,1.622824743,-0.532477457,-0.767795351,0.202716523,0.202716523,-1.367513102
515,0.449555161,2.716166582,2.084063949,-0.602878579,-0.630409378,2.056444262,-1.355321873,-1.690329716,-0.986253148,-1.048118593,-0.847075595,-0.81754361,-0.81754361,-0.427827701
516,-0.545150224,-0.477077206,-0.166950217,0.352231731,0.874086748,-0.203384597,-0.031765356,-0.092167055,2.15607362,-1.231338433,-0.965995961,1.733106721,1.733106721,-1.228617867
517,-1.087716797,0.418347856,0.815109885,-0.602878579,0.121838685,-0.768341812,-0.561187963,0.107603277,1.382420388,-0.823594523,-0.317941117,0.852299114,0.852299114,-0.501128074
518,-0.609741483,1.72856541,1.708894921,0.887741069,-1.456607187,2.056444262,1.29179116,-0.691478053,-0.316604902,0.213036319,0.079179525,-0.042048697,-0.042048697,-0.149345989
519,-1.216899315,0.326171747,0.793041118,-0.793900641,-0.630409378,-0.768341812,-0.29647666,0.373963721,1.042428813,-0.411286222,-0.450674375,-0.179881027,-0.179881027,-1.170676655
520,-0.403049455,-0.641677401,-0.365569114,-0.029812393,-0.254285347,-0.768341812,0.49765725,1.173045051,-0.993781954,-0.28029257,-0.675349694,0.405125208,0.405125208,0.473800249
521,1.457178797,-0.003028644,-0.624877119,-1.175944765,-1.00653341,-0.768341812,-0.561187963,0.107603277,1.25412145,1.13265078,1.707374156,0.085715276,0.085715276,-1.239218463
522,-0.403049455,-0.687765456,-0.404189455,-1.175944765,-0.630409378,0.926529832,-1.620033177,-1.623739605,-1.410115325,-1.668443603,0.754284616,-0.744750549,-0.744750549,1.123718186
523,0.023252853,0.734380231,0.605456604,-0.793900641,-0.254285347,0.361572617,-1.09061057,-1.170926851,0.060907821,1.237644902,-0.926355839,-0.881309868,-0.881309868,-0.488771877
524,0.023252853,0.141819528,0.108909362,0.734275855,-0.254285347,-0.203384597,1.29179116,0.906684607,0.870906119,0.823604036,-0.913622079,-0.16981267,-0.16981267,-0.064269757
525,0.29453614,-0.022780667,-0.144881451,-0.220834455,-0.630409378,2.621401476,-1.09061057,-1.668133012,-0.851602448,-0.749245452,0.500688554,-0.753777351,-0.753777351,-0.528186779
526,0.139517119,-0.411237128,-0.404189455,-0.029812393,-0.254285347,0.926529832,-0.29647666,-0.957838496,1.012254934,0.156571264,-0.450674375,1.159210397,1.159210397,-1.002477218
527,-0.00258365,0.122067505,0.10339217,-0.220834455,-0.254285347,-0.203384597,-0.031765356,-0.092167055,-0.212659553,0.737972098,1.729532337,-0.179881027,-0.179881027,-0.882679412
528,0.255781385,-1.708286666,-1.540730922,0.352231731,-0.630409378,0.361572617,0.762368554,-0.052212989,0.899152461,0.35703997,-0.886715717,-0.116114769,-0.116114769,-1.068481955
529,1.03087649,-0.174212847,-0.586256778,-0.029812393,0.874086748,0.926529832,-1.09061057,-1.357379162,-1.652631779,-1.614329218,0.2232077,-0.881309868,-0.881309868,2.008456789
530,0.126598867,-0.286140979,-0.293845624,0.734275855,0.121838685,1.491487047,0.232945947,-0.919787005,0.313672967,-1.289208481,-0.873910015,0.149597262,0.149597262,-0.583826374
531,0.036171105,0.326171747,0.257873535,1.498364103,0.121838685,-0.768341812,2.350636374,3.037568155,-1.299340244,0.368919584,1.191117322,-0.233694657,-0.233694657,1.014158569
532,-0.093011413,-0.858949659,-0.680049035,-1.175944765,-0.630409378,-0.768341812,-0.825899267,-0.158757166,-0.144011928,0.741547214,-0.675349694,-0.042048697,-0.042048697,0.582063877
533,1.612197818,-3.044840252,-3.240025929,0.734275855,0.497962717,-0.768341812,1.027079857,1.705765938,1.018098602,0.246147592,-0.014633032,0.712846589,0.712846589,-0.340406891
534,-0.713087497,-0.174212847,0.158564086,-0.793900641,0.497962717,-0.768341812,-1.09061057,-0.42511761,0.144879157,0.767356578,-0.886715717,-0.05234851,-0.05234851,-0.161065514
535,-2.702498266,-1.319830206,0.048220254,-0.602878579,0.874086748,-0.768341812,-1.09061057,-0.42511761,0.284246156,-0.510991751,-0.926355839,-0.81754361,-0.81754361,-0.012148522
536,2.645657958,-1.313246198,-2.23037987,0.543253793,0.497962717,0.361572617,0.232945947,-0.371845521,-0.182927392,-0.578621754,0.913132873,-0.744750549,-0.744750549,0.4682026
537,2.778625145,-1.766827616,-2.665750627,-2.475790678,-0.834222966,-1.432769072,-1.898641804,-1.110480394,-0.372709219,-1.714831267,2.333696006,-0.414259104,-0.39886608,0.413961692
538,0.695920342,-0.86116938,-1.029775901,0.158591574,0.231728602,0.764143505,-0.219074054,-0.577830269,0.465940431,-0.028318052,-0.707328753,0.11311682,0.041423556,-0.340872657
539,1.44653984,2.471252638,1.5453695,0.563881151,0.587045791,0.031839313,0.260802446,0.008084868,1.852127228,1.227602666,-0.736323468,-0.488325861,-0.460702095,-0.951329115
540,0.199031379,-0.33578753,-0.371923631,-2.070501101,-0.478905777,-0.70046488,-1.898641804,-1.310224191,-0.733265607,-0.393576526,-0.792991422,-1.306741437,-1.143971618,0.814844474
541,-0.244997056,0.149565226,0.229664959,-0.246698003,-0.123588588,0.031839313,-0.219074054,-0.311505207,-0.407484514,1.197921594,-0.621666084,0.194251578,0.109160423,-0.058979055
542,-2.052827113,-1.171394853,-0.172836759,-1.462566735,-0.834222966,-1.432769072,-0.698950554,0.221144918,0.905596223,0.753693074,0.465130449,-1.260504933,-1.105370209,-0.530549971
543,-0.276713373,-0.330783893,-0.172836759,-0.854632369,-0.478905777,0.031839313,-0.698950554,-0.631095282,0.20401958,1.364174802,-0.865050673,-0.122556827,-0.155332988,-0.086229043
544,-0.985044448,0.464794336,0.805285696,-0.449342792,-0.834222966,0.764143505,-0.219074054,-0.577830269,1.118562277,0.808684158,-0.835822757,0.843329639,0.651055359,-0.36496775
545,-0.49872759,-0.310769347,-0.064637373,-0.651987581,0.231728602,2.22875189,-1.658703554,-1.509967987,-1.53528978,-1.879120289,0.937130202,-0.732171884,-0.664281499,2.134226146
546,-1.830812896,3.722161804,3.96903576,-0.449342792,-0.834222966,-0.70046488,0.260802446,0.48746998,-0.247605498,-0.171224971,2.438947598,-1.097940918,-0.969650606,0.367166276
547,0.526766653,0.419761606,0.147433425,0.766525939,2.718948926,2.22875189,-1.658703554,-1.509967987,-1.398072308,-1.848540829,-0.350141851,-1.097940918,-0.969650606,1.432466925
548,-0.23442495,-0.45587481,-0.298348048,0.361236362,-0.834222966,0.764143505,0.740678945,-0.045180145,-2.605871379,-0.725028564,1.34857531,1.979216245,3.970161845,1.918383881
549,0.051021901,-0.21570025,-0.207460563,-0.246698003,0.231728602,0.031839313,-0.459012304,-0.471300244,-0.056582917,0.054882744,0.508039518,-0.325761846,-0.324982492,-0.184466969
550,-0.868751286,0.910117999,1.142867782,-0.651987581,-0.834222966,0.031839313,-0.219074054,-0.311505207,-0.523618772,0.235086979,-0.364678076,1.12730129,0.888134394,0.644431222
551,1.404251417,-0.475889357,-0.986496147,-1.462566735,-0.478905777,-1.432769072,-0.938888804,-0.045180145,0.259916174,-0.391508729,-0.621666084,-1.306741437,-1.143971618,0.424591011
552,-0.424722851,0.24963796,0.389800051,2.792973825,1.297680169,0.031839313,2.420246695,1.446240205,0.46618054,1.143438149,-0.822141604,-0.407043853,-0.392842294,-0.594350085
553,1.256241939,-0.996267569,-1.376013938,1.171815516,-0.123588588,0.764143505,1.220555445,0.221144918,-0.846847283,0.588825428,-0.135596509,0.608981242,0.455405225,0.158669169
554,0.569055075,-0.400834807,-0.579666453,0.766525939,0.587045791,0.031839313,0.500740695,0.167879905,-0.219055556,0.084935278,-0.607596262,1.259237302,0.998283637,-0.182640934
555,-0.879323392,0.734990716,0.995716616,-0.044053215,-0.834222966,0.764143505,0.260802446,-0.311505207,-0.43589778,-1.007367788,-0.650505331,-0.854094895,-0.766071202,0.502876851
556,0.48447823,-0.56095118,-0.683537864,0.563881151,0.231728602,0.764143505,0.260802446,-0.311505207,1.074030882,0.595925445,-0.865050673,1.096673287,0.862564034,-0.565389686
557,-0.40357864,1.030205279,1.056308272,1.374460305,0.587045791,0.764143505,0.980617195,0.087982387,-0.522011228,0.323189423,-0.835822757,-0.373691725,-0.364997647,-0.087065171
558,0.114454535,-0.956238476,-0.873968784,-0.449342792,-0.478905777,-0.70046488,0.020864196,0.287726183,0.637355534,0.177162016,1.90538266,0.397088472,0.27850259,-0.072066279
559,0.421045597,0.154568863,-0.03866952,1.171815516,-0.123588588,0.031839313,1.460493695,0.807060055,-0.042127233,-0.324694345,-0.521778125,-0.041274819,-0.087473187,-0.267020248
560,0.505622442,-0.115627517,-0.307003999,0.158591574,0.231728602,0.764143505,-0.219074054,-0.577830269,0.632815965,-1.008212557,0.920261963,-0.333124346,-0.331129213,-0.886829557
561,0.283608224,-0.11062388,-0.211788538,-0.651987581,-0.834222966,0.031839313,-0.219074054,-0.311505207,0.599798325,-0.412563893,0.577611286,-0.333124346,-0.331129213,-0.703119702
562,0.516194547,-0.71106028,-0.826361054,-0.651987581,-0.834222966,1.496447697,-0.698950554,-0.996341081,-2.661662646,-0.604577473,-0.822141604,2.681672435,2.253689964,2.48671228
563,-0.065271261,-0.641009366,-0.527730747,-0.854632369,-0.834222966,0.031839313,-0.459012304,-0.471300244,-0.390432395,-0.53788046,-0.865050673,0.568340238,0.421475324,0.038715766
564,-0.022982838,1.035208916,0.904829131,0.361236362,-0.834222966,-1.432769072,1.460493695,2.618070479,1.622313916,2.53331395,-0.822141604,-1.138581922,-1.003580507,-1.913967261
565,0.632487709,1.590612585,1.116899929,0.766525939,1.297680169,-0.70046488,0.260802446,0.48746998,1.566322146,1.446474103,-0.779232536,-0.976017906,-0.867860904,-1.746627297
566,-0.921611814,-0.60598391,-0.146868907,-0.044053215,0.231728602,-0.70046488,0.020864196,0.287726183,0.487153445,0.059668779,-0.664497418,1.735811972,1.396160897,-0.490731766
567,-2.126831852,-0.445867537,0.485015511,1.171815516,1.652997359,-0.70046488,0.500740696,0.687213777,1.322918151,0.629704867,-0.822141604,1.421801318,1.13400324,-1.085483216
568,-0.858179181,0.179587046,0.506655389,0.158591574,-0.123588588,0.031839313,0.260802446,0.008084868,1.48442294,-0.282838857,-0.865050673,-0.081915823,-0.121403088,-0.80603478
569,1.457111945,1.265376202,0.497999438,0.766525939,-0.123588588,0.764143505,0.740678945,-0.045180145,-0.658180844,-0.58767705,0.234960609,1.411272942,1.125213428,0.9746577
570,1.150520883,0.649928893,0.091169744,0.158591574,-0.123588588,-1.432769072,0.740678945,1.819095292,1.23406675,1.003349411,-0.707328753,-1.185039301,-1.042366317,-1.629738964
571,-0.911039708,0.459790699,0.770661892,0.563881151,-0.834222966,2.22875189,0.500740695,-0.611120902,0.146391423,0.200098348,-0.736323468,-0.16319783,-0.189262889,-0.34844518
572,-0.223852845,-1.006274843,-0.778753324,1.577105094,1.297680169,0.031839313,0.980617195,0.48746998,-0.394912182,-0.549373193,1.434237979,0.031982063,-0.026313311,0.68252235
573,-0.086415472,-1.451598506,-1.220206822,0.969170728,-0.478905777,-1.432769072,1.940370195,3.150720603,0.452784953,0.776071348,-0.536003414,2.019783623,1.633239931,-0.662016747
574,0.590199286,-0.671031186,-0.822033079,-1.462566735,-0.478905777,0.031839313,-1.418765304,-1.110480394,-0.083183545,-1.371399019,0.72258486,-0.325761846,-0.324982492,-0.003301165
575,0.780497187,-0.400834807,-0.666225962,-1.462566735,-0.478905777,0.031839313,-1.418765304,-1.110480394,-0.903086758,-0.652760337,2.052765982,0.283853211,0.183966019,1.72686722
576,0.188459274,0.795034356,0.6105268,0.563881151,-0.123588588,0.031839313,0.740678945,0.327674943,-0.497917064,-0.930687283,0.020803936,0.031982063,-0.026313311,0.644372811
577,-1.851957107,-0.150652973,0.627838702,-0.246698003,-0.834222966,-1.432769072,0.740678945,1.819095292,-0.150842162,0.519365181,0.106466605,0.11311682,0.041423556,-0.330306287
578,-0.414150745,0.429768879,0.541279192,-0.044053215,0.231728602,-1.432769072,0.260802446,1.286445167,1.026728108,1.970397581,-0.693414399,-0.488325861,-0.460702095,-1.446963843
579,-0.266141267,-1.091336666,-0.835017005,-0.449342792,-0.478905777,0.764143505,-0.459012304,-0.7109928,-0.484725496,0.623730007,0.422221381,-0.69153088,-0.630351599,0.153357259
580,0.960222982,0.09952886,-0.307003999,0.563881151,0.231728602,0.764143505,0.260802446,-0.311505207,0.440964481,-0.050937035,-0.264323715,-1.341786941,-1.173230011,-1.264414334
581,-1.29163551,-0.721067553,-0.094933201,-0.449342792,-0.478905777,0.031839313,-0.219074054,-0.311505207,-0.812762534,-1.401374717,0.320623278,-0.049152695,-0.094050179,0.641651209
582,0.727636659,0.149565226,-0.168508784,0.361236362,4.140217683,-1.432769072,-1.898641804,-1.110480394,-1.016264772,-1.443202095,2.162370668,-0.982202407,-0.87302415,1.443432823
583,0.350697016,0.155615839,0.090440668,-0.124993544,-0.027736077,-0.665558326,0.140654071,0.768773305,-0.872249039,0.414489485,-1.067592079,1.640392577,0.992608647,0.757557086
584,-0.166653541,1.004429507,1.170480681,-0.840865659,-1.192651294,-0.665558326,-0.154719478,0.443721505,-0.595319592,-0.589618882,-0.708861893,1.148364972,1.295922488,0.309874116
585,-0.303599276,-0.823784547,-0.853675941,-0.124993544,-0.610193685,-0.665558326,0.436027621,1.093825105,-0.865660274,-0.170908955,2.068862366,1.628059241,2.544189464,0.42133889
586,1.263668587,0.011970449,-0.291614302,0.829502609,1.719636749,1.4309504,-0.450093028,-1.413717353,2.16369927,-0.082940553,-1.024512376,-0.650488532,-0.633217383,-2.408554378
587,0.989777116,0.096851816,-0.129975661,0.113630494,1.719636749,0.033277916,-0.745466578,-0.856485696,1.863638374,0.675854543,-0.961382279,-0.650488532,-0.633217383,-1.776356404
588,1.415830516,-0.177380292,-0.541419475,1.068126648,2.302094358,0.732114158,-0.154719478,-0.856485696,2.026022806,0.52571272,-0.877858068,-0.482102205,-0.51371451,-0.942074753
589,0.305048438,0.436377283,0.417391556,-0.363617582,-1.192651294,-0.665558326,0.436027621,1.093825105,1.011640204,1.158341507,1.248171108,-0.570539488,-0.576477975,-0.624315361
590,-0.227518312,0.534317322,0.656175913,0.113630494,-0.610193685,0.033277916,0.436027621,0.183680065,-0.338371685,0.591454732,-0.203821118,0.868543316,0.444831368,-0.09725243
591,0.822398994,0.922812808,0.839856187,0.113630494,-1.192651294,0.033277916,0.731401171,0.443721505,-0.496888722,-0.542465386,-0.393211409,0.508772615,0.189504033,0.642048986
592,-0.121004962,1.050134859,1.210890341,0.352254533,0.554721532,-0.665558326,0.436027621,1.093825105,-0.801667831,-0.665240063,-0.014430828,1.068415928,0.586679888,0.816674511
593,1.887532494,1.288455619,0.994147618,0.352254533,-0.027736077,0.033277916,0.436027621,0.183680065,-0.746939268,-1.266786047,-0.014430828,0.548747138,1.607989232,1.102790161
594,0.046373159,0.50493531,0.556988565,2.261246839,-0.610193685,1.4309504,2.503642469,0.443721505,0.508448535,-2.923514343,-1.067592079,-1.363137776,-1.138980727,0.882881151
595,-0.455761205,0.485347303,0.656175913,-0.363617582,-0.027736077,2.129786642,-1.336213677,-2.156692897,0.276827857,-1.032517647,-0.435145374,-1.323090704,-1.110559535,0.572858403
596,-0.501409783,0.119704492,0.255752915,-0.124993544,-0.027736077,1.4309504,-0.745466578,-1.599461239,0.621315482,-0.961005535,0.301219656,-1.489953502,-1.228981167,0.720326783
597,-0.577490748,0.256820546,0.428412373,0.352254533,0.554721532,0.033277916,0.140654071,-0.076361375,-0.718238559,0.533563516,2.094641445,-0.682337562,-0.655820468,0.510423413
598,0.076805545,-0.043528906,-0.067524367,1.306750686,0.554721532,0.732114158,1.02677472,0.010319105,-0.528298168,0.788623827,0.956237376,-0.802478777,-0.741084044,-1.894434649
599,-0.029707805,1.07951687,1.221911158,0.352254533,-0.027736077,0.033277916,0.436027621,0.183680065,-0.321156014,0.923023351,0.238089559,-0.890335666,-0.803435607,-0.233793433
600,-2.677325361,-1.999065011,-1.60309146,-1.318113736,0.554721532,-1.364394568,-1.336213677,0.010319105,-0.105084629,0.158868262,1.335705399,-0.32191392,-0.400029744,0.653087475
601,0.21375128,-1.365719428,-1.588397038,-2.511233927,-0.610193685,-1.364394568,-2.222334326,-1.289888096,-0.3989923,0.77435743,-0.435145374,0.038509723,-0.144239018,0.565543628
602,-0.942679376,-1.382042767,-1.327571049,-0.124993544,-1.192651294,-0.665558326,0.731401171,1.418876906,-1.047740579,0.439825584,-0.140691021,1.068415928,0.586679888,-0.399639381
603,-1.368732776,-2.155769072,-2.095354595,-1.318113736,-0.610193685,-1.364394568,-0.745466578,0.877123905,-0.634985869,1.250882455,-0.898252183,0.708645227,0.331352553,0.421016186
604,2.01096824,1.131160099,0.436107725,-0.106363587,-0.41385462,-0.220302561,0.206040846,0.035246416,0.900965654,-0.018604872,-0.425654864,1.703194852,1.831079962,-0.60223878
605,-0.160824294,-0.116354277,-0.059673396,-0.510545216,0.241415195,-1.057452292,-0.412081692,0.077101536,-0.873971414,1.751896755,-0.450443958,1.445173698,1.413280319,-0.860352359
606,0.015949517,0.745024697,0.708380963,-0.712636031,0.241415195,-0.220302561,-0.824163384,-0.592580375,-0.172322381,-1.485892318,3.617221253,-0.907099868,-0.901124788,0.440185991
607,0.382123839,0.634700296,0.484873081,-1.318908475,-1.396759344,0.61684717,-0.618122538,-0.693032661,-0.009125213,-1.099503341,-0.425654864,-0.768254404,-0.76451455,0.817141379
608,1.177605989,0.337673064,-0.055609617,0.297818043,-0.41385462,1.453996901,0.206040846,-0.508870136,-0.948804228,-0.451355671,-0.425654864,-0.018488899,-0.026819267,0.062755429
609,0.180096627,0.677132758,0.590531353,-0.712636031,-0.741489528,1.453996901,-0.618122538,-0.843711091,0.038120083,-0.333668324,-0.19241201,0.009280193,0.00050278,1.028913308
610,-1.145706955,0.571051604,0.915633727,1.914544561,-0.41385462,-1.057452292,2.472490151,2.420988222,0.381031527,0.725538455,-0.50340248,-0.712716218,-0.709870455,0.097542417
611,-1.814922096,1.160862822,1.695879426,2.31872619,0.241415195,-1.057452292,2.472490151,2.420988222,0.394874446,2.310111589,-0.50340248,-0.879330775,-0.87380274,0.727519179
612,-0.072437389,-0.426111247,-0.384775771,-0.308454401,-0.086219713,-1.057452292,2.34E-12,0.411942491,1.671373487,-0.211491242,0.662811784,0.925660254,0.902130347,-2.26860518
613,-0.489118514,-2.301626057,-2.046861661,-0.106363587,1.551954826,-0.220302561,-1.03020423,-0.718145733,-2.273252918,-0.198693153,-0.140016877,-0.910923148,-0.904886519,2.14731527
614,-0.388104908,-0.943787281,-0.7789624,0.701999672,0.569050103,1.453996901,0,-0.592580375,0.142112251,0.035853417,-0.270159628,-0.851561682,-0.846480692,0.202303393
615,-0.287091302,0.019429601,0.11100535,-0.712636031,-0.086219713,-1.057452292,-0.412081692,0.077101536,1.027641599,0.371096488,-0.450443958,-0.883204362,-0.877613968,-0.74755585
616,-0.41335831,-2.080977255,-1.859927795,-0.308454401,0.569050103,-1.057452292,-0.412081692,0.077101536,-1.598125946,-0.660719584,1.412118534,1.445173698,1.413280319,1.019512963
617,-0.539625318,0.600754327,0.74901876,-0.510545216,-0.086219713,0.61684717,-0.618122538,-0.693032661,0.919701694,-0.012856206,-0.425654864,-0.879330775,-0.87380274,-0.75801618
618,-1.928562403,0.549835373,1.147269169,-0.308454401,-1.396759344,-1.057452292,0.824163384,1.081624401,1.165895479,1.046774356,-0.425654864,-0.93486896,-0.928446835,0.70780392
619,0.647284556,0.006699862,-0.201905685,1.308272116,2.207224642,1.453996901,-0.412081692,-0.760000852,-1.039659448,-1.178633486,0.170410205,0.03151559,0.022380216,0.001918405
620,0.836685068,0.944457267,0.635232929,0.499908857,1.551954826,0.61684717,-0.618122538,-0.693032661,0.22429099,-1.209472422,-0.347907246,-0.351718012,-0.354683837,-0.4147627
621,0.962952075,-0.986219742,-1.254424623,-1.52099929,-1.396759344,0.61684717,-0.824163384,-0.793484948,-0.337912893,-0.207890678,-0.425654864,1.120043904,1.09338468,-0.296856515
622,1.026085579,-0.523705909,-0.831791536,0.095727228,-0.741489528,-0.220302561,0.618122538,0.286377133,0.387167231,0.827510236,-0.450443958,1.417454912,1.386007768,-1.304524089
623,0.078429364,2.38728543,1.991041898,-1.045772432,-0.734211105,-0.122908124,-1.147027973,-0.807834109,-0.920115337,0.209433429,-0.835997788,1.360441669,1.182384307,-0.313391365
624,0.767487343,-2.12273389,-2.117927471,-0.545796659,-1.122785512,3.196912192,-1.553006997,-1.809007176,-1.791515619,0.005495781,0.560193867,0.090363262,1.703633147,1.17522789
625,-0.224083896,-1.110448531,-0.848262912,1.75563361,2.393730372,1.300640697,-0.389350795,-1.013523433,0.14444166,-0.681949172,0.134687839,1.09789163,0.941095659,0.392117377
626,-0.039214682,-0.01586355,0.002830913,-1.123006885,-0.752931412,-1.33083136,-0.546314318,0.81117653,-0.884833655,-0.45749747,-0.078065175,0.208896011,0.124091208,1.04624738
627,0.885131389,-0.904699475,-1.134286247,-0.173402965,-0.838282358,-0.084061396,0.863055434,0.392894192,-0.207743898,1.179397692,-0.835997788,1.063368967,0.909368653,-0.827368601
628,0.464974084,-1.637166116,-1.580761696,-1.274310443,-0.891399097,-0.925237405,-0.926441473,-0.057002262,-0.736809897,-0.144633793,1.836711952,0.208896011,0.124091208,-0.574331612
629,-0.79549783,-0.567271022,-0.150645022,-0.233600405,-0.076752766,-0.084061396,-0.344975782,-0.341072931,-1.507270083,-0.919380316,-0.622712891,1.538685291,1.400796831,2.435419717
630,1.187644648,-0.238072532,-0.694786976,-0.806472245,-1.492639613,-0.149680868,0.460378362,0.203161194,-0.456768995,-0.60922916,-0.716324217,-0.620833233,-0.63844628,0.372746899
631,-1.182042551,-0.70718038,-0.108787949,1.052759132,1.338109869,-0.084061396,0.434405691,0.132458191,-1.356623966,-0.095265987,1.723420972,0.29097994,0.199527952,0.587608392
632,-1.887906822,0.733063015,1.405042871,-1.290584047,-1.122785512,-0.144956266,-1.112961493,-0.774864172,-0.901021501,-0.679596608,1.510136076,0.944539886,0.800162391,0.531343761
633,-0.492984571,0.049976148,0.246997174,-1.1043872,-0.895182989,-2.249503965,0.259039826,5.01256961,-0.126985823,-0.274419024,-0.716324217,0.268162386,0.178558171,1.50840262
634,-0.02240839,-0.427361664,-0.35295421,-0.899570668,-1.094335197,-0.018441925,-0.385243489,-0.408233321,-1.121303737,0.408889555,-0.716324217,0.386695135,0.287492098,-0.825146178
635,0.784293635,-0.855319701,-1.0505721,-0.694754136,-1.122785512,-0.084061396,0.138236704,-0.047486082,-1.026009973,-0.908482079,-0.078065175,0.44596151,0.341959061,1.733927281
636,1.170838356,-0.731870267,-1.106381531,-0.731993506,-1.122785512,0.768991737,-0.465778903,-0.853684889,-2.585776516,-0.25205811,1.836711952,1.453489877,2.030434928,1.486411707
637,-0.02240839,-1.093988607,-0.918024701,0.195192314,-0.602002489,2.323517023,-0.15165052,-1.205241819,-0.481799084,-0.178671113,-0.622712891,-0.362580005,-0.401106487,-0.237952399
638,0.683455882,-0.534351173,-0.73664405,-0.359599812,-1.122785512,1.162708567,0.097968997,-0.752378178,-0.785204933,0.130617104,-0.716324217,1.453489877,1.26789744,0.136954187
639,1.910315212,0.979961883,0.037711808,0.719317818,1.041913635,-0.055779404,0.115163308,-0.082712312,-0.158402133,-0.488444222,1.936705869,1.063368967,0.909368653,-0.029681014
640,-0.896335583,1.300930412,1.47480466,0.385187576,0.299730258,0.572133321,0.05770129,-0.504176736,0.377701001,0.257020907,-0.290818189,-1.035697855,-1.019715024,-1.034209823
641,1.086806895,0.905892223,0.316758963,2.419313651,2.26280202,1.884522757,0.872961289,-0.704294911,0.878681208,-2.27078151,-0.835997788,0.172150859,0.09032169,0.816818155
642,-0.039214682,-0.238072532,-0.185525917,0.935641315,0.852292283,1.009683959,0.197551037,-0.644367769,-0.848063255,-1.549896614,2.687724009,1.09789163,0.941095659,1.743997867
643,-0.829110415,0.412094487,0.693472624,-0.111809048,-0.123667336,0.97109971,-0.662687991,-1.022947048,0.971041316,0.894198844,-0.835997788,-1.610285356,-1.547772235,-1.229671936
644,1.607801953,1.062261506,0.233044817,0.313203875,0.377086665,-0.047839448,0.172987736,-0.053852202,0.986976443,1.686960222,-0.742451781,-0.341286072,-0.381536944,-1.022082112
645,0.498586668,1.045801581,0.679520266,2.226767492,0.344909358,1.465739288,3.428068113,0.509472713,0.55650583,-0.01191579,1.723420972,-0.362580005,-0.401106487,-0.271815594
646,-0.913141876,1.687738638,1.809661247,0.941320319,0.344909358,0.506120133,1.236981362,0.137854074,0.444452911,0.453343147,-0.835997788,0.112736319,0.03571856,0.070622611
647,-0.375340526,0.617843544,0.679520266,0.053217218,-0.119314438,-0.407106056,0.533786392,0.491625961,0.381722054,0.599057067,2.363275662,-0.303165465,-0.346503356,0.162501749
648,1.254869817,0.49439411,-0.10181177,0.240233331,0.487104035,0.572133321,-0.52098593,-0.797172334,1.099077491,0.84270321,1.936705869,-0.481409087,-0.510312749,-0.147259503
649,-0.140052435,-0.295682267,-0.192502096,-0.287858167,0.58409116,-1.179709716,-0.725304276,0.415954404,0.863997062,-0.146575404,0.017141799,0.29097994,0.199527952,-0.529402334
650,-1.48455581,-0.575500984,0.128402133,-1.81837763,-1.204580169,-1.421058134,-1.355534161,0.137048324,-1.003631561,0.186476524,-0.835997788,0.588052643,0.472543606,-0.308729984
651,-1.182042551,0.23926528,0.693472624,-0.129534988,0.015227104,-0.938623777,0.274301287,0.943189236,1.12217382,0.101555525,-0.742451781,-0.460412971,-0.491016906,-0.322851911
652,-0.963560752,-0.361521965,0.093521239,2.106223653,2.860258644,-0.915394484,1.06842074,1.556357223,-0.951817627,1.211412016,-0.196143098,1.063368967,0.909368653,-0.884666719
653,-1.988744576,-0.386211852,0.498139615,-0.480683621,-0.078402884,-1.022616701,-0.301043713,0.578567155,2.318576829,0.993462724,-0.622712891,-2.02618714,-1.929994151,-0.89833058
654,0.532199253,0.420324449,0.135378312,-0.918190353,-0.26927605,-0.084061396,-1.553006997,-1.075040053,-0.852290868,-1.083407125,0.134687839,0.742293383,1.59469922,1.370894672
655,-0.610628616,0.979961883,1.084138642,-0.436294293,-0.185546772,-0.084061396,-0.62934633,-0.513848792,-0.678335182,1.656300006,-0.835997788,1.182198048,1.018574915,-0.354843243
