Idnumber,F1,F2,F2-F1,sylldur,o-dur,i-dur,s-dur,s:i-ratio,s-levelDiff,s-ampDiff,s-freqH,s-freqM,s-freqMH,s-var
255,-2.537287143,-0.677892758,0.643100053,-0.026587551,-1.136368623,-0.697832111,1.023290909,1.417444511,-1.158733964,1.098565794,-0.39604049,1.240138011,0.630131233,-0.976023004
256,0.195724914,-1.301796174,-1.324928045,1.724565254,0.909094898,2.645946753,0.3755196,-1.246335364,0.444067652,-0.817346991,-0.473228306,1.004303372,0.159440906,-0.052031776
257,-0.081269552,-1.965312506,-1.809939709,-0.526916924,-0.113636862,-0.697832111,-0.27225171,0.295852984,-1.35236199,0.375584085,0.684588923,1.004303372,1.203145546,-0.923764205
258,-1.632438557,-0.455070109,0.395930648,0.723906508,0.909094898,-0.697832111,0.699405255,1.137046629,-1.549648076,0.824764567,-0.974949105,1.10537536,0.220835296,1.505771925
259,1.986955789,3.565640795,2.354631598,0.223577135,0.397729018,-0.697832111,0.3755196,0.856648748,-0.536853544,0.591544446,-0.704791751,0.263108791,-0.290784625,1.052119986
260,1.146739244,-1.093828369,-1.60940604,-1.277410983,-1.136368623,-0.029076338,-0.920023019,-0.825738542,-0.061752304,1.372139635,-0.743385659,0.060964815,-0.413573406,0.329735886
261,1.746893919,0.956139999,0.018181179,-1.52757567,-1.136368623,-0.697832111,-0.920023019,-0.264942779,0.030767914,-1.739864748,-0.010101414,-2.061546939,-1.702855609,1.045209791
262,0.404283237,-1.30854206,-1.366845302,-0.255424493,0.630473667,1.8007623,-1.756306546,-1.913982125,-0.78712636,-1.451480337,-0.593369668,1.095673941,0.871792641,2.005657852
263,-1.972441258,3.669461265,4.15063302,-2.345261251,-0.539259568,-0.838572676,-2.702540527,-1.784467073,-1.179392703,-2.912416703,2.551539864,-0.8470474,-0.82543185,0.254144117
264,-0.039220377,-1.002060512,-0.91459298,-0.88237552,-0.929170646,0.481094812,-0.810072565,-1.059182783,0.101452178,-0.317853685,-0.737287931,-0.311882653,-0.357894537,0.470259777
265,-0.846624392,0.024188308,0.34309919,0.580510211,1.410295823,-0.178738932,-0.179249911,-0.197907689,-0.910555099,0.571698584,3.98811528,0.206707605,0.095162763,0.009130128
266,-0.459980215,0.321382536,0.472314139,0.789493887,-0.149348489,1.8007623,0.451572743,-1.007376762,0.342545177,-0.939135677,-0.017696616,0.347909501,0.218521327,0.063559428
267,0.518002113,-0.375166436,-0.544176793,-0.255424493,0.240562589,1.8007623,-1.440895219,-1.784467073,-0.151432513,-0.953601625,1.354393684,0.426239898,0.286953307,0.766964763
268,0.3474238,-0.839532418,-0.910285815,0.580510211,1.800206902,-0.178738932,-0.494661238,-0.42455903,-0.614246094,-0.696132752,1.450165379,-0.627515107,-0.633641306,1.524897862
269,0.825043076,0.822897797,0.450778314,0.162542859,1.020384745,-0.838572676,-0.179249911,0.633147226,-0.049037161,-0.627120409,2.216338934,0.382333439,0.248595199,0.223224605
270,0.131357936,0.395681093,0.3172562,-0.464408169,0.240562589,-0.838572676,-0.494661238,0.330945439,1.923261994,0.64729013,-0.752583592,-0.188450522,-0.250060217,-1.505991787
271,-0.30077379,-0.012960971,0.101897952,-0.046440817,0.240562589,0.481094812,-0.494661238,-0.877861711,-0.409725549,1.926665343,0.06147581,-0.100637605,-0.173343999,0.331721965
272,0.381539462,0.052050267,-0.096231637,0.789493887,0.240562589,1.140928556,0.451572743,-0.726760817,-0.55358498,0.559997614,-0.113642125,1.799452239,1.48663623,0.233300592
273,-0.698789854,1.129379345,1.312211307,0.162542859,-0.149348489,-0.178738932,0.451572743,0.255394992,-1.050257737,-0.876281134,-0.785260686,1.975396813,1.640347127,0.283140712
274,-0.926227604,0.019544648,0.36894218,-0.255424493,-0.929170646,-0.178738932,0.451572743,0.255394992,-0.961862563,0.412030154,-0.737287931,2.327285962,1.947768922,-1.472128506
275,0.040382836,-0.02224829,-0.035931327,-1.300342872,-0.539259568,0.481094812,-1.756306546,-1.603146,-0.409691886,-1.125978449,0.109361657,0.294520522,0.171878981,-0.001956312
276,-0.25528624,-1.461782834,-1.259166178,-0.046440817,-0.539259568,-0.178738932,0.451572743,0.255394992,-0.883178098,-0.248732818,0.078248893,-1.455522386,-1.35701537,1.187849802
277,-0.596442866,-0.29158056,-0.044545657,-0.464408169,-0.929170646,-0.838572676,0.451572743,1.237550801,-0.965969175,0.517420445,-0.785260686,2.767147397,2.370473889,0.073882637
278,-0.573699091,-0.068684888,0.153583931,-0.046440817,-0.929170646,2.460596044,-0.494661238,-1.557815732,0.745601201,1.127687585,-0.752583592,-0.100637605,-0.173343999,-0.769006214
279,-1.449334431,-0.115121487,0.442163984,-0.046440817,-0.149348489,-0.178738932,0.136161416,0.028743652,0.738872865,1.587817968,-0.27372512,-0.715328024,-0.710357523,-0.251909961
280,0.552117775,0.089199545,-0.126381792,0.580510211,1.020384745,0.481094812,-0.179249911,-0.696540638,0.703513222,0.345331069,-0.27372512,0.514052815,0.363669525,-0.393930358
281,0.699952313,-0.263718601,-0.509719474,-1.091359196,-0.149348489,-0.178738932,-1.440895219,-1.104513051,-0.286892503,-1.274200734,-0.082181732,-0.671421566,-0.671999415,0.453236046
282,-0.539583428,3.158658685,3.134142088,0.371526535,0.630473667,-0.838572676,0.451572743,1.237550801,-0.645198558,0.23031048,0.06147581,1.172649693,0.939041158,0.269061127
283,-1.449334431,-1.56394335,-0.901671485,-0.673391844,-0.149348489,-0.178738932,-0.810072565,-0.65121037,-0.068688171,-0.219005215,0.366085419,1.359590803,1.102358987,0.383519063
284,0.336051912,-0.198707363,-0.311589885,-0.046440817,-0.539259568,1.8007623,-0.494661238,-1.395921918,0.429802736,-0.739601693,-0.752583592,-0.53970219,-0.556925088,-0.244806261
285,0.119986049,-0.27300592,-0.29866839,-0.88237552,-0.539259568,-0.838572676,-0.494661238,0.330945439,-0.140894018,-0.611818859,-0.130067579,-0.012824688,-0.096627781,0.064188327
286,0.552117775,-0.444821334,-0.621705763,-0.255424493,0.311619984,-0.212337666,-0.536081054,-0.425481916,0.359528766,0.78332831,-0.449451405,-0.751744089,-0.742171781,-0.074438806
287,0.210961149,-0.672360665,-0.703541897,-0.673391844,-0.929170646,1.8007623,-1.125483892,-1.654952021,0.09997648,-1.624900132,-0.305533142,1.051687798,0.833364916,0.329849762
288,-0.767021179,0.270302278,0.541228778,0.998477562,1.020384745,0.481094812,0.451572743,-0.333898493,-0.086667633,1.971739231,0.366085419,-1.103633238,-1.049593575,-0.079623123
289,-1.233268568,-0.333373498,0.157891096,0.162542859,0.240562589,1.140928556,-0.494661238,-1.180063498,-1.318602279,-0.244297752,-0.737287931,0.21595107,0.103238154,0.861517749
290,-0.221170577,0.312095217,0.373249344,-0.255424493,0.240562589,-0.838572676,-0.179249911,0.633147226,1.11092155,1.526169693,0.157247504,1.743433654,1.437696574,-1.614725024
291,0.756811751,-0.300867879,-0.565712618,-0.673391844,-0.539259568,-0.178738932,-0.494661238,-0.42455903,-0.456572631,-1.285740775,-0.225839273,-0.451889273,-0.48020887,-0.204637486
292,-1.574425194,-0.983485873,-0.31589705,2.461363293,2.19011798,3.120429787,0.451572743,-1.381531356,-0.644842926,-1.464016427,-0.737287931,-0.531813371,-0.550033159,1.117006541
293,0.017639061,-0.52840721,-0.496797979,-0.255424493,-0.539259568,0.481094812,-0.179249911,-0.696540638,-0.415514232,-1.063880552,-0.369496815,-0.715328024,-0.710357523,0.153875956
294,0.029010949,0.093843205,0.076054962,0.162542859,1.410295823,-0.838572676,-0.494661238,0.330945439,2.102875215,0.686566512,0.157247504,-0.276263439,-0.326776435,-1.656343758
295,1.507356328,1.106161046,0.455085479,0.789493887,0.630473667,2.460596044,-0.494661238,-1.557815732,1.022325436,0.620909125,-0.704697745,-0.759234483,-0.748715632,-2.259338597
296,-1.324243668,1.180459603,1.596484195,-0.673391844,-0.149348489,-0.838572676,-0.494661238,0.330945439,-1.005878805,-1.763515388,0.013589963,1.699527195,1.399338465,1.927901622
297,0.813671189,-0.138339786,-0.436497669,0.789493887,0.240562589,1.8007623,0.136161416,-1.136891814,-0.682744771,1.038742938,-0.752583592,0.733585107,0.55546007,0.534085124
298,-0.516839653,-0.686291644,-0.440804834,-1.300342872,-0.929170646,-0.838572676,-0.810072565,0.028743652,0.16233881,-0.40326058,0.749867454,-1.01566095,-0.972738127,-0.641416743
299,-0.789764954,0.126348824,0.416320994,0.789493887,-0.539259568,1.8007623,0.76698407,-0.877861711,-0.304931535,-0.257029264,0.030276138,-0.26789651,-0.319466813,0.259756184
300,0.813671189,-0.138339786,-0.436497669,0.789493887,0.240562589,1.8007623,0.136161416,-1.136891814,-0.682744771,1.038742938,-0.752583592,0.733585107,0.55546007,0.534085124
301,0.188217374,-1.447851854,-1.414224116,-0.046440817,-0.929170646,1.8007623,-0.179249911,-1.266406866,0.404581272,0.092931392,-0.752583592,-0.890953859,-0.863789959,-0.074028948
302,0.4383989,1.022575169,0.782430016,-0.673391844,-0.149348489,-0.178738932,-0.810072565,-0.65121037,-0.004730138,0.091468671,-0.449451405,-0.707757945,-0.703744056,-0.528442237
303,0.017639061,-1.350334998,-1.259166178,0.789493887,1.020384745,-0.178738932,0.451572743,0.255394992,-0.691977769,0.22971725,-0.785260686,1.403576946,1.140786711,2.467905115
304,-1.528937644,-0.207994683,0.386170839,0.162542859,1.020384745,-0.838572676,-0.179249911,0.633147226,-1.260181016,0.241775982,0.540334282,-1.286111985,3.432318235,0.04601043
305,2.405735444,2.211352082,1.139924708,-2.136277575,-0.929170646,0.481094812,-2.702540527,-2.147109218,1.299242049,-0.558662999,-0.752583592,-0.495795732,-0.518566979,-1.270034105
306,0.176845487,-0.421603035,-0.458033494,-1.300342872,-0.929170646,-0.838572676,-0.810072565,0.028743652,-0.000738109,-0.901036916,0.222167156,-0.795730233,-0.780599505,-0.204471781
307,2.667288857,-0.365879117,-1.349616642,-0.046440817,-0.149348489,-0.838572676,0.451572743,1.237550801,-0.848049313,-0.058489703,3.868096487,0.21595107,0.103238154,3.110240613
308,-0.050592264,0.279589598,0.278491715,0.371526535,0.240562589,0.481094812,0.136161416,-0.515219566,0.388374028,0.723459748,-0.305533142,-1.147619381,-1.0880213,0.801775088
309,-0.664674191,0.776461199,0.971945275,0.162542859,-0.929170646,-0.178738932,1.082395397,0.708697673,1.435981884,-0.422270745,-0.752583592,-1.15439261,-1.093938612,-0.649320028
310,-0.278030015,0.288876918,0.373249344,-0.673391844,-0.149348489,1.140928556,-1.440895219,-1.633366179,-0.684188254,-1.998666879,0.827649365,1.216556151,0.977399267,1.129387553
311,0.4383989,-0.820957779,-0.927514475,-0.464408169,-0.539259568,1.140928556,-0.810072565,-1.331164392,0.135913554,-0.515831209,2.668777628,0.347909501,0.218521327,0.560995329
