speaker_interval,amp_int,DRESS_F1_50,DRESS_F2_50,FLEECE_F1_50,FLEECE_F2_50,GOOSE_F1_50,GOOSE_F2_50,KIT_F1_50,KIT_F2_50,LOT_F1_50,LOT_F2_50,NURSE_F1_50,NURSE_F2_50,START_F1_50,START_F2_50,STRUT_F1_50,STRUT_F2_50,THOUGHT_F1_50,THOUGHT_F2_50,TRAP_F1_50,TRAP_F2_50
QB_NZ_F_764_360,0.037951672,-0.41247655,0.264492639,0.430294653,-1.449701997,0,0,-0.044130641,0.002247346,-0.343744398,0.550601571,0.529099642,0.463135932,0.389175688,0.243719082,0.180684346,-0.278339372,0,0,0.57697454,-0.494621209
QB_NZ_F_764_420,0.145153615,-0.41992101,0.159949667,-0.382433546,-0.215103684,0.350174605,-0.165673459,-0.18282694,0.519954158,-0.154191185,0.339877513,-0.031225553,0.282966107,0.439031847,-0.276281608,-0.132318079,0.47029132,-0.171695447,-0.178985789,-0.191706155,0.113508748
QB_NZ_F_764_480,0.117830155,0.315589609,0.27047476,-0.510375633,-0.093399929,-0.403603307,-0.033349852,-0.272489194,0.704168434,0.178084447,0.037613111,0,0,0.023811897,0.56048962,-0.917455467,-0.284671434,0,0,0,0
QB_NZ_F_764_540,0.152539716,-0.055432248,0.03483527,-0.220048604,0.252605579,-0.29963394,-0.034425654,0.838131929,0.262530881,0.470856552,-0.069788183,-0.22812001,-1.045490285,-0.110130023,-0.517287146,-0.459730143,0.188062253,-0.603121267,-0.328466634,0.146364865,0.094853183
QB_NZ_F_764_600,-0.054125258,0,0,-0.135427917,0.193375041,0,0,-0.338334912,-0.196540629,0.712019212,-0.227944519,0,0,-1.100556104,-0.036418615,-0.013281928,0.695712742,0.107282314,-0.253351287,0.272578045,-0.234977204
QB_NZ_F_764_660,-0.359254922,-0.29407844,0.676698173,0.120683911,-0.713676781,0.389163117,-0.343180736,-0.100081989,0.410012967,0.178084447,-0.2705425,0,0,0.201657001,0.029706164,1.399948663,-0.229401575,-0.451657449,-0.570211556,-0.304131341,-0.283688956
QB_NZ_F_764_720,0.555835573,-0.11524796,-0.733773825,-0.223851781,0.298092907,-0.540063102,0.599221536,0.444108352,0.236311844,-0.354894587,-0.735041768,-0.335674691,-0.028016893,-0.002232365,-0.171381716,-0.875103657,-0.25586055,1.05040431,1.41726968,-0.105796343,-0.681176858
QB_NZ_F_764_780,-0.109844519,0.314931842,0.584835225,-0.021763049,0.169815253,0,0,0.692781009,0.238695393,-0.005097229,0.396070595,0.215398488,-0.787552152,0,0,0.379161464,-0.189419124,-0.127951384,-0.540652276,-0.331177022,0.143813677
QB_NZ_F_764_840,-0.307547024,0.116615007,0.377554728,-0.052333857,0.281178879,-0.111911472,0.327043711,0.552683737,0.761487109,0.298825065,-0.555586441,0.410485911,0.867254798,-0.146591989,0.251431259,0.175546997,-0.696108496,0,0,0.955348928,-0.72313115
QB_NZ_F_764_900,0.199860801,-0.226246189,-0.185288094,-0.40672567,0.681699117,0.472916219,-0.272177825,-0.021715077,0.519954158,0.534253341,-0.050301872,-0.264260696,-0.125771487,0.33559892,0.072123139,-0.355354234,-0.974142572,0.484465497,0.18441948,0.122600461,0.168708491
QB_NZ_F_764_960,0.065548135,-0.617453279,-0.705956962,0.349477143,0.618269266,0.239707152,0.043032067,0.655655232,-0.202261146,0.419247106,-0.383381835,-0.524184509,-0.174722096,-0.247048429,-0.132249557,0.229301216,0.530264997,0.058507684,0.356504481,-0.36432124,0.210144574
QB_NZ_F_764_1020,-0.168878628,0.029930676,0.412550137,0.191256948,0.714089976,0,0,-0.861298013,-0.159357267,0,0,0.000289125,-0.266228156,0.174868617,-0.076336273,0.018763856,0.129632017,0.172242248,0.723387312,0.03559689,0.705055981
QB_NZ_F_778_120,0.006456062,0.476830351,-1.743005178,-0.217165604,0.627405786,0.638779296,-0.041241005,0.540519232,0.004760216,0,0,0,0,0.777459026,-0.794154144,-0.623162036,0.400665016,-0.107964224,-0.430298657,0.114042664,0.829622575
QB_NZ_F_778_240,-0.17597102,0.803547444,0.307956302,-0.138435756,-0.727102237,0.099966896,-0.341460758,-1.107317694,0.152624421,0.495199396,0.184868763,0.23750147,-0.558370661,0.324938003,-0.4607733,0,0,0.071289354,-0.155690052,-0.139503352,0.214310244
QB_NZ_F_778_300,-0.242062251,0.446593634,0.375301232,-0.199605043,-0.273679777,0,0,-0.752667766,-0.37103238,0.650328186,0.743517689,0,0,0.767491602,0.210085806,0.761708747,0.080411066,-0.340787836,1.096559792,0.076912494,-0.04388971
QB_NZ_F_778_360,0.171653121,0.069838789,-0.026563971,0,0,0.367309559,-0.647308478,0.451868717,0.435824207,0.03395653,-0.336668014,-0.395320036,0.285813662,0.283074825,-0.324813515,0.339778781,-0.40947505,-0.042443951,-0.287202242,0,0
QB_NZ_F_778_420,0.526033501,-0.652363859,-0.181427588,0.688959342,0.427571554,0.463149382,-0.568424677,-0.064142381,0.456980722,-0.987569081,0.352547207,-0.105212378,0.325583652,0,0,-1.237762516,-0.571503064,-0.412901344,0.053967585,-0.030499782,0.382429245
QB_NZ_F_778_480,0.439340417,0.457029315,-0.537904934,0.920758747,0.786814189,-0.502585864,0.204175265,0.357282638,0.081037008,-0.075492643,-0.138760832,0.1098541,0.260891135,-0.185394075,0.484612824,0.16649837,0.024155477,0.153539961,-0.495737508,0.122883181,-0.146655862
QB_NZ_F_778_540,-0.225290671,-0.424116783,-0.008668895,0.611692874,0.266883295,-0.215433247,0.488747425,0.089799334,-1.002951035,0,0,-0.459530532,0.73760075,-0.488403747,-0.286074288,-0.895428047,0.976764619,0.250542931,0.266677496,-0.426996952,0.482786815
QB_NZ_F_778_600,0.226036904,0.051108079,0.864226909,0.476476555,-1.056974359,0.004127074,0.203713957,0.077928207,0.025916731,0.061040905,-0.53537644,-0.250653017,-1.099772793,0.143530897,0.315501201,0.22518455,-0.167631819,0.08183853,-0.38868197,-0.193607313,-0.918204856
QB_NZ_F_784_60,0.074249722,0.337739544,0.18404791,0.140627811,-0.141850397,0.063763738,-0.592629017,0.039543911,-0.141004838,0.745433427,0.32405338,0.155118012,0.058569172,0.475972394,0.006455023,-0.862877113,0.460953436,0.307060776,-0.008796159,0,0
QB_NZ_F_784_120,0.168154898,-0.465208305,0.376637565,0.430637372,0.500416679,-0.390848098,0.924017487,-0.122850852,0.13028847,0.330638259,0.893890562,0,0,-0.051996984,-0.77137521,-0.478693524,-0.417578311,0.095392915,0.497426816,-0.262926168,0.728440059
QB_NZ_F_784_180,0.291397036,0.027729632,-0.133779889,0.169995868,-0.105074368,0.160327753,-0.150777723,-0.631544379,-0.165445677,-0.283655234,-0.056860971,-0.38262443,0.300167004,0,0,0.073094237,0.457887007,-0.371605236,-0.196097852,-0.100619231,-0.654219344
QB_NZ_F_784_240,-0.30666972,0.081559664,-0.324586307,-0.789360656,0.500854489,0.669388048,-0.295911359,-0.001592511,0.131968778,-0.149184471,-0.175023483,0.227506418,-0.358736176,0,0,0.684468545,0.016321313,0,0,-0.595842974,-0.484323826
QB_NZ_F_784_300,-0.281802892,-0.529723699,-0.500898203,-0.131026715,-0.265969495,-0.372348742,-0.192705218,0.489355893,0.249590314,-0.28398628,-0.495322234,0,0,-0.42397541,0.764920187,-0.056690163,-0.219410373,-0.023136341,-0.219399603,0.785272822,0.125467318
QB_NZ_F_793_60,0.088220201,0.46853343,0.809523225,-0.466361489,0.940743995,0.152550913,-0.018832753,-0.134339252,0.287479088,-0.647129177,0.519092113,-0.291005421,-0.079483761,-0.381498526,0.579168327,-0.037485741,0.27752572,-0.872135697,0.038747009,-0.736431161,-0.559921663
QB_NZ_F_793_120,0.313299453,-0.116083161,-0.002017846,-0.819397357,0.519488152,0,0,-0.77523065,-0.295026849,0.22749219,0.067760846,-0.488297231,0.228515814,0.158182316,-0.452606218,-0.01239249,-0.800009072,0,0,-0.099729346,-0.418032587
QB_NZ_F_793_180,0.511683139,0.276378575,-0.254798949,0.399738419,-0.426219831,0.330185702,-0.304093575,-0.223523084,0.17484638,-0.052567916,-0.396780116,0.278674683,-0.694880763,0,0,0.256173113,0.586288923,-0.547015214,-0.119046026,0.650301272,0.028521865
QB_NZ_F_793_240,-0.07821505,-0.227216878,0.108727845,0.330016602,-0.273201492,-0.233945528,-0.414874477,1.104992941,0.217818294,0.087915308,-0.68127782,0,0,0.204706526,-0.012572395,-0.580042514,-0.302363638,0.468986297,0.246887386,-0.30523224,0.106500836
QB_NZ_F_793_300,0.104783741,-0.099196825,0.141157517,0.540731427,-0.442796818,0,0,0.180659246,0.120673589,-0.28912354,-0.352503174,0,0,0.065133895,-0.452606218,0.335522041,0.181342148,-0.180441868,-0.121660855,0.129871864,0.092315358
QB_NZ_F_793_360,-0.210890606,0.133135864,-0.589394544,-0.444670257,0.162688248,0,0,0.297574967,-0.499685874,0.17945599,0.092467869,0.003699221,0.043053704,0,0,-0.095810594,0.199463691,1.130606481,-0.044927514,-0.257977564,-0.231920216
QB_NZ_F_793_420,-0.431678937,0.115667241,0.000330193,0.515941448,-0.25173642,-0.006362382,0.494003693,-0.317770935,-0.057906416,0.493957145,0.751240282,0.658461418,0.412271833,-0.046524211,0.338616504,0.536946243,0.138826222,0,0,0.370070052,0.514587126
QB_NZ_F_798_60,0.328724741,-0.074327706,0.028867045,-0.057419297,-0.509049774,-0.426810543,0.683946756,0.775086535,0.414565335,-0.050883214,0.363238119,0.22093797,0.170141625,0.107405245,-0.303816218,0.336725638,0.428916243,0.723983446,-0.131384605,-0.401686147,0.507510415
QB_NZ_F_798_120,0.119439649,0.035256533,-0.132767222,-0.136150248,0.838692527,0.033554288,0.314994668,0.179546803,-0.238025856,0.112791124,0.22548411,0,0,0.867519818,1.171964334,-0.147091546,0.04754345,-0.459180162,0.428870477,-0.072158243,0.551691009
QB_NZ_F_798_180,0.106634134,0.576654856,-0.718966702,0.096106058,0.102099523,-0.768616889,0.338035945,-0.478064916,0.617296719,0.115335284,-0.238544116,-0.336519202,-0.092846938,-0.737867822,-0.462848731,-0.937882392,0.056770211,-0.459180162,-0.039804448,0.575213299,-0.684232791
QB_NZ_F_798_240,-0.472024044,-0.147383866,-0.731046803,-0.219360719,0.585737622,-0.022548481,0.361952207,-0.248222886,0.474818461,0.28833821,-0.159907454,-0.231607007,0.034837042,-0.664143124,1.114909738,-0.55917032,0.442756384,-0.141604026,0.005187547,0.198812989,-0.158273337
QB_NZ_F_798_300,-0.261985838,-0.290452178,0.200043753,0.031809114,0.108147084,0.092609835,-0.434575977,0.476438292,-0.741230067,0.502047708,-0.385668194,-0.189375403,-0.121774125,-0.033835756,-0.111457331,-0.263875005,-0.395033526,0.0952165,-0.619812113,0.498160296,-0.129143275
QB_NZ_F_798_360,-0.249707925,0.003294463,-0.188480396,-0.057419297,1.045519134,0.695960671,-0.742279102,0.058581717,-0.404611836,0.446641542,-0.127982314,-0.846854794,0.092691416,0.577225585,-0.495502246,0.03753754,0.234129064,-0.222923048,0.199221759,-0.577108045,-0.870017854
QB_NZ_F_798_420,-0.460946368,-0.397862126,0.265561522,-0.303059865,-0.119241232,-0.320778993,0.202704902,-0.351981191,0.123492902,-0.622471313,0.442953637,0,0,-0.132471642,0.257250327,-0.08169281,0.249917077,-0.964898094,-0.759875884,-0.22567778,0.116520248
QB_NZ_F_798_480,0.350226081,0.013567985,0.44242175,-0.577043576,0.389963455,0.264855179,0.398118261,-0.285553917,-0.231003875,0.097243475,-0.585297654,-0.192931748,-0.00124418,0.307832951,-0.423585353,0.728784391,-0.206192481,0.017465749,0.497106673,-0.408791445,0.305865652
QB_NZ_F_798_540,0.652498078,0.467070617,0.449028055,0.277187246,-0.380495893,-0.630522353,-0.621239484,0.032230401,-0.238608325,-0.662612515,0.492959616,0.998666296,-0.276674544,0.289497489,-0.828995562,-0.055974782,-0.173662234,1.001181778,-0.127793227,0.974965227,-0.226000732
QB_NZ_F_798_600,0.05158748,-0.084764301,0.285946693,0.245336997,-0.467580781,0,0,0.005408526,0.083569543,-0.052013952,-0.536349529,-0.420982409,0.471544248,-0.701031341,0.342525476,0.958776303,0.198247215,0.399458571,0.344473077,0,0
QB_NZ_F_809_60,0.23681076,-0.122943929,0.25957208,0.144019066,-0.24045807,-0.04470547,-0.135388535,-0.054341283,0.056954454,0.184453061,-1.004028712,-0.316508623,0.255640357,-0.14520488,0.001851819,0.009799993,-0.336615289,0.293778123,0.659155069,0.362074403,-0.366487324
QB_NZ_F_809_120,0.23422856,0.711300342,-0.165487981,0.228622195,0.024874973,0,0,-0.106669926,-0.346735746,-0.527565311,0.612627689,0.161934644,0.608268391,0.264564231,0.605544876,0.141334154,0.839931735,0.171263666,0.58662965,-0.210405169,0.455060678
QB_NZ_F_809_180,0.047447198,-0.41800936,-0.664150956,0,0,0.221088869,-0.015868482,-0.434059385,0.019355857,0.153554151,-0.089728298,0,0,0.171990246,-0.159256451,-0.531699228,-0.142902717,0.065041707,-0.69312267,-0.275667318,-0.077585434
QB_NZ_F_809_240,-0.136729623,-1.140463377,-0.294842838,-0.054733704,0.070651832,0.362114305,-0.257187572,0.585678274,0.384210663,0.229553956,0.503229887,0.154573979,-0.863908748,0.301217889,-0.394437488,0.175198775,0.000305674,-0.010904428,-0.318561015,0.318131223,-0.173662732
QB_NZ_F_809_300,-0.4479541,-0.084666541,0.329078757,-0.226684719,0.027178211,0.009753921,-0.229474,-0.320009779,0.181623486,-0.030495881,-0.108034933,0,0,-0.592567486,-0.053702757,-0.198420106,-0.200624207,-0.619628094,0.032437529,0,0
QB_NZ_F_811_60,0.352671116,0.510859801,0.535805397,-0.084776399,-0.040515629,-0.121083907,0.343473176,-0.408118644,0.492566854,0,0,0.458662191,0.638501653,0,0,-0.039491088,0.461280485,0.827747617,0.120296243,1.138724657,0.668148218
QB_NZ_F_811_120,0.022307038,0.268290707,-0.274214182,-0.006370481,-0.025088503,0.400083328,-0.498072367,-0.603250799,-0.281258514,-0.361676799,-0.537349921,0.480048752,0.218263662,-0.086168249,-0.066326353,-0.945573529,-0.975721167,0.189017416,0.013820346,0.141500637,-0.168899028
QB_NZ_F_811_180,-0.289394148,-0.437216376,0.311554394,-0.629261941,-0.44372966,0.235415353,0.129216293,-0.408118644,0.881804508,0.16511623,0.407669796,0,0,0,0,-0.909278382,-0.752700268,0.225475832,0.380138496,-1.133839789,0.289867251
QB_NZ_F_811_240,-0.220849802,0.459773821,0.218249013,-0.063105874,-0.779275209,0,0,0.280538813,0.250116485,0.318591364,0.012661554,-0.686137428,0.904024493,0.805857918,-0.30852452,0.100504483,0.128397075,0.189017416,0.109338682,-0.119713667,0.566200156
QB_NZ_F_811_300,-0.640271173,0.321775329,-0.21828688,0.437820825,0.440466657,-0.031613796,-0.22191905,0.61977119,-0.419959572,-1.400053609,1.570194051,0,0,0,0,-0.420388997,-0.219819732,-0.4688859,0.920435062,-0.628093775,0.230078162
QB_NZ_F_811_360,-0.026483126,-0.348313501,0.39902819,-0.646685479,-0.00477797,-0.704097548,0.910410449,0.790875239,-0.129280891,0.366293095,0.113913667,-0.15249855,-0.338576814,0.189647953,0.023535158,0.568005655,-0.568633207,0.421218587,0.308470129,0.080038448,0.292550095
QB_NZ_F_811_420,-0.16018099,0.578974442,-0.646889543,0.361647297,0.455189019,-0.60219677,0.96921679,0,0,0.926269937,-0.284011302,0.323803135,-0.251244535,-0.321993048,0.458293704,0.074255313,0.166711626,-0.243764034,-0.502191897,0.187597279,0.377059673
QB_NZ_F_811_480,-0.131651267,-0.473706361,-0.903479343,-0.297125761,0.734059301,0,0,0.395326457,0.175491237,-0.312938074,-0.577767431,0.395916496,0.605721883,0,0,-0.090290885,0.46686832,0,0,0.557906969,0.949846811
QB_NZ_F_811_540,-0.127036994,-0.359923951,0.554890589,-0.413101181,0.507397078,0,0,-0.317581429,0.158273893,-0.007024799,0.874867043,0.02368429,-0.039013959,-0.371515477,-0.189707633,0.414522325,0.133340888,-0.394081255,1.005805315,-0.628620594,-0.750002982
QB_NZ_F_811_600,0.194912799,-1.096026483,0.68848693,-0.389688303,0.16847199,0.266568754,-0.138707289,-1.214539469,-0.749494873,0.026426625,-0.382400451,-0.192655795,-0.560942975,0,0,0,0,0,0,-0.110540206,-0.136744946
QB_NZ_F_811_660,0.370200653,-0.137335038,-0.27917773,-0.335294197,0.265624041,0.484182163,-0.778513975,-0.096187668,0.399688708,-0.459154249,0.680175481,0,0,-0.435898526,0.012124172,0.373567363,0.422875961,-0.311489375,-0.158973469,-0.162828934,-0.402386518
QB_NZ_F_811_720,-0.105201021,-0.129373586,0.27429283,0.897421071,0.520449093,-0.418806061,-0.309702886,-0.058693563,0.056889213,0.256371715,-0.511099373,-0.625335966,-0.374051362,0.625351968,-0.604069043,-0.184269393,-0.033006108,0.239988405,-0.744225647,-0.151981316,-0.331881785
QB_NZ_F_811_780,-0.17346676,0.260074081,0.211357138,0.612709581,0.091364104,-0.089470111,0.315756944,-0.659789528,-0.351233823,0.73961099,-0.198592853,0,0,0,0,0.121244567,0.351417974,-0.410835607,-0.533386393,0.510888394,0.111189858
QB_NZ_F_811_840,0.269942895,-0.242013381,0.018207929,0.248394304,-0.59984885,-0.183851103,-0.110707273,0.228685992,-0.653278824,-0.281214973,-0.296982003,-0.205028186,-0.709356902,-0.689929528,0.310236167,-0.239360243,0.192212041,-0.35538106,-0.305548113,0.832950266,-0.761807495
QB_NZ_F_811_900,0.082682811,-0.05108598,-0.242552338,-0.663020045,-0.61426045,0,0,-0.346148366,0.011325745,-0.159981436,-0.225155907,-0.037117172,-0.889679154,0.027815033,-0.244623001,0.14348205,0.365198142,-0.152205035,-0.200316048,-0.08595533,-0.595511225
QB_NZ_F_811_960,0.003571052,1.345264144,-0.839918838,0.835186374,-1.100681075,-0.516716749,0.528815629,0.354187948,0.520724124,0,0,-0.180636901,-0.114226438,0,0,0.39799507,-0.049580194,0.501214721,-0.24963494,-0.436289809,-0.158207696
QB_NZ_F_811_1020,0.484143123,-0.373524764,-0.495476569,-0.204563218,-0.275918041,0.911428801,-0.534365181,0.548353847,-0.213032588,-0.305411503,-0.303232133,0,0,0.370153902,0.497091054,-0.20930053,-0.549454622,-0.098638302,0.23119465,0.092285018,-0.968426505
QB_NZ_F_811_1080,0.22725934,1.085190063,0.171596322,0.008149134,0.21301458,0.18744657,-0.342446149,0.113898348,-0.160988452,0.542582101,0.011828204,-0.265476151,0.072128901,0,0,0.493470976,0.601402542,-0.374731157,-0.252122603,-0.092101549,-0.021382665
QB_NZ_F_813_60,1.0811304,0.515953968,0.054713362,0.304900237,-0.441764023,-0.395063352,0.423417451,0.876246764,-0.665340651,1.001303648,-0.015150118,0.086346542,0.396093372,0.056133857,-1.070123051,0.425522652,0.051583303,-0.209966784,0.051342654,0,0
QB_NZ_F_813_120,0.225293814,0.520696072,-0.160806124,-0.322825901,-0.145275753,-0.032921946,0.937141239,0.35211143,0.172124417,-0.371180848,-0.21975712,0.281035764,0.486260969,0.903559791,0.116300425,0,0,0.83348992,-0.116358947,0.406458488,0.3920705
QB_NZ_F_813_180,0.383962487,-0.08443757,0.185238419,0.043229268,0.084971333,1.376137341,-0.154202331,0.011826643,-0.20327343,0.444947052,-0.501859708,-0.07651848,-0.528929564,-0.570284704,-0.364643123,-0.709868625,0.038921292,1.102415858,-0.419786051,-0.019772567,-0.126689447
QB_NZ_F_813_240,0.579564834,-0.240477762,0.595487218,-0.25873801,0.095479178,0,0,0.309105453,0.56311089,1.258402597,0.683974736,-0.06856243,-0.206097364,-0.234363577,-0.063372918,0.489236475,0.518962556,0.012152805,0.253201751,0.570885643,-0.162251397
QB_NZ_F_813_300,0.279239253,0.018968834,0.49551181,0.51441554,0.373621044,-0.102058032,-0.166555557,0.444395087,0.491757153,-0.953201264,0.270000185,0.073710463,-0.054744612,-0.34990734,-0.02270955,0.450878661,-0.357090268,-0.568655025,-0.167808011,-0.2729118,0.460082729
QB_NZ_F_813_360,0.413194556,0.344413529,-0.51686387,0.278886164,0.286200514,-0.40823213,-0.051968741,-0.236532869,-0.531905397,0.192685986,0.920273147,-0.158418994,-0.19643655,-0.615015387,-0.047741669,-0.080651039,-0.160037736,0.101313485,-0.613877244,-0.268157568,0.136691246
QB_NZ_F_813_420,-0.05967619,-0.16455261,-0.021084066,0.176232592,0.233937812,0,0,-0.220405628,-0.80258834,0.080723541,-0.575318479,-0.519015257,-0.553886667,0.306562679,-0.385116127,0.348956471,0.053633685,-0.067502215,0.818343378,-0.326436265,-0.262269382
QB_NZ_F_813_480,0.538297587,-0.281190684,-0.11801861,0.30076859,-0.087483735,-0.223869233,-0.041745382,-1.311682272,0.89945245,0,0,-0.435476733,0.338128488,0,0,0.222704468,0.211275711,0.460001727,0.235218521,0.08244027,0.096017265
QB_NZ_F_813_540,-0.103975073,-0.266699287,0.333433835,0.854001208,0.581921294,0,0,0.204278387,0.264046481,0.113897599,0.032616177,-0.406694552,-0.144912209,1.314956069,0.841285621,-0.028046038,0.24831209,-0.637360489,0.000266024,0.8646405,0.26004676
QB_NZ_F_813_600,0.157499684,-0.056397306,-0.457491461,0.544000172,-0.072172304,0,0,-0.64939024,0.056988855,-0.427023846,0.563835269,0.101322636,-0.605411008,0.128758215,0.172805486,0.371971159,-0.338097253,-0.645061276,-1.0127538,0.662129113,-0.423409468
QB_NZ_F_813_660,-0.039615093,0.01152911,-0.338875157,-0.418520526,-0.29982911,0,0,0.255347983,-0.42896963,0.390348082,-0.042651923,0.088686557,0.373551473,-0.643743825,0.40128808,0.536361788,-0.302485349,-0.260623526,-0.171213119,-0.609895533,0.670120497
QB_NZ_F_813_720,-0.134388718,-0.735961354,0.465608125,-0.185694574,0.525779379,-0.230453622,-0.230877523,-0.180087525,0.15433305,-0.519174007,-0.49643172,0,0,0.184340813,0.16877325,0.122097403,0.613927632,0.325237946,0.645959752,-0.410816009,-0.517870898
QB_NZ_F_813_780,-0.428680822,-0.073097757,0.144891098,0.021550874,0.109147277,-0.293005319,-0.447697928,-0.797760857,0.520581051,-0.118320807,0.53247356,-0.480405015,0.080506783,0.369311637,0.613243884,0.160455217,-0.2716217,-0.756722695,-0.54455136,-0.192215798,-1.245223909
QB_NZ_F_813_840,-0.389338705,-0.492988025,0.289448232,-0.242925534,0.203164837,-0.273252151,-0.084768685,-0.123642181,-0.391934539,-0.573911202,-0.35485371,0.26605967,1.165738217,-0.828714648,0.900554107,-0.311893857,1.055515235,-0.615028205,-0.447846275,0.725413922,-0.613443639
QB_NZ_F_813_900,0.08864797,0.018651637,-0.294217339,-0.25593257,-0.16216054,0,0,0.150520916,-0.414990699,-0.152600666,-0.415389849,0.358256248,0.093387868,0.1375941,-0.22331058,-0.315181669,-0.226513289,-0.333179383,-0.047405497,0.129130395,0.194108978
QB_NZ_F_813_960,-0.284717555,0.085753338,-0.454535692,-0.345451586,-0.248356471,0.148148757,-0.417027851,0.607459413,0.131882039,-1.058252448,-0.437326962,0,0,0.030089259,-0.096980103,-0.584782301,0.346668776,0.460001727,-0.340244841,-0.451683512,0.470084528
QB_NZ_F_813_1020,-0.436306888,-0.18929402,-0.027142475,-1.088382904,-0.771260019,-0.727575006,0.420435638,0.253735259,-0.540801081,0.158129676,0.074110129,0.813857108,0.138471667,-0.305176658,0.020559025,-0.682101553,-0.172383196,0.216656843,0.66358119,0.185383558,0.273382491
QB_NZ_F_813_1080,-0.431844903,-0.108354266,-0.212933684,1.25288366,-0.09836291,0.533335525,0.566544476,0.50935203,0.297299393,-0.505351482,-0.384253301,0,0,0.17098461,-0.132128294,-0.094898227,-0.727454064,1.12551822,0.128436442,-0.656003036,-0.190510447
QB_NZ_F_815_60,-0.420837713,-0.385106253,0.028052016,-0.238567062,-0.393951259,-0.390566337,0.177306571,0.754644559,0.188557277,0.32893802,-0.118793492,1.247550521,-0.230877467,-0.638184234,0.276583896,-0.231423514,0.273885339,-0.403673626,0.269358658,-0.219561588,0.815239742
QB_NZ_F_815_120,-0.266184016,0.034657833,-0.043960375,0.158739706,-0.747701093,0.338098054,-1.115112041,-0.81538726,0.274207575,0.288446823,-0.245158589,-0.6621728,0.534987533,-0.645137815,-0.231052886,-0.056505683,0.227958778,-0.606514603,-0.20430866,-0.247776034,-0.166276621
QB_NZ_F_815_180,-0.505138169,-0.647904731,-0.148497446,0.273901088,-0.513472178,-0.775352269,0.645994011,-0.21872321,0.413219728,-0.498679076,1.325463692,0.058865517,-0.061795009,0.474388764,-0.157659617,-0.006885997,0.346268801,-0.113470447,-0.242117504,0.351246388,-0.013452801
QB_NZ_F_815_240,-0.147023941,0.472496746,0.888792485,0.132149072,0.183042488,-0.458726934,0.171260357,-0.088899603,-0.510012705,0.185133548,0.211978203,0.15783156,0.174961344,0,0,0.059442358,0.179412001,0.012049959,-0.72071641,-0.110650001,-0.26905602
QB_NZ_F_815_300,-0.392527986,0.675600729,-0.279970449,0.279659157,-0.84588472,-0.400997001,0.516823914,-0.056115864,0.110269106,-0.04148912,-0.051515167,-0.985033451,-0.127503346,0,0,-0.348603609,-0.481737599,0.127277692,0.137379961,-0.33438378,0.295961622
QB_NZ_F_815_360,0.221904709,0.392586983,0.023379456,-0.357018769,-0.01998715,0.106715151,-0.357734927,-0.519987215,0.044751602,-0.006495914,-0.350317724,0.462891176,-0.593349486,0,0,0.591048094,0.00453079,1.376707815,0.596252514,0.15532722,-0.538112041
QB_NZ_F_815_420,-0.285319462,0.004136743,0.49347561,0.304830145,-0.639121552,0.538392758,-0.513077774,0.052913485,-0.295262897,0.626714482,-0.020854959,-0.092025568,-0.269521582,-0.353087403,0.851497843,-0.52866906,0.384407498,0.008033306,-0.005166426,0.057211179,0.164662284
QB_NZ_F_815_480,-0.142213065,-0.112398329,-0.428759409,0.087175133,-0.220204742,0,0,0.116982278,-0.896370618,-0.431413416,0.348277813,0.002313492,-0.404211221,0,0,0.512338445,0.854070269,-0.787766069,-0.216285374,0,0
QB_NZ_F_815_540,-0.029066409,-0.618176397,0.5299399,-0.500641464,-0.132031995,0.381817917,-0.526690188,0.612672412,0.79406509,-0.420304462,0.737581775,-0.546755259,-0.761462505,0.036313146,-0.44511659,0.235339081,-0.284529966,0.753122437,-1.019429761,0,0
QB_NZ_F_815_600,0.057958519,-0.659928191,-0.652370403,0.171632974,-0.209692021,-0.268610928,0.114468287,0.424530864,0.508438982,-0.270945513,0.483652707,-0.813063885,-0.373224778,0.295140893,0.11892428,-0.202681227,0.049224576,0.383590361,1.039156115,0,0
QB_NZ_F_815_660,0.370779012,-0.102687073,-0.238604553,-0.297792915,-0.617752174,-0.315550773,0.333679248,-0.234131567,-0.199272609,0.268450705,0.638742945,0.918841877,0.539559012,-0.186201453,0.086984616,-0.98510266,-0.522896823,0.175728569,-0.012916065,0.220343874,-0.255603219
QB_NZ_F_815_720,-0.123723943,0.252744896,-0.320246081,-0.820461073,0.414331013,-0.563144745,-0.055675404,0.20844891,0.61286994,-0.471405652,0.279292344,0,0,0.105848959,0.184842309,0.270145193,-0.452112004,0.076316407,0.584510637,-0.537691205,-0.591250605
QB_NZ_F_815_780,-0.012525946,-0.015285769,0.174092412,0.482238497,0.396899482,0.734644885,-0.419731406,-0.349202491,0.028299871,0.340046974,-0.073072129,0,0,0.018542883,0.676849043,-0.189415556,0.50510119,-0.48501085,-0.085715702,-0.198439867,-0.145290251
QB_NZ_F_815_840,0.389939287,-0.206736245,-0.12957816,1.061933972,-1.100007049,0,0,0.41372195,-0.095578446,-0.01482763,-0.241931198,0.511281716,0.13974139,0.293595652,-0.096498558,0.384324719,0.221742589,-0.042174856,-0.166124076,-0.654425651,-0.887884867
